contig	cov_mean_sample_idba_ud_perc100_sorted
contig-100_33347.0	2.337
contig-100_33348.0	1.185
contig-100_33349.0	4.088
contig-100_33350.0	0.594
contig-100_33351.0	2.363
contig-100_33352.0	1616.962
contig-100_33353.0	0.594
contig-100_33354.0	4.667
contig-100_33355.0	2.964
contig-100_33356.0	0.594
contig-100_33357.0	2.898
contig-100_33358.0	1.088
contig-100_33359.0	2.945
contig-100_33360.0	1.779
contig-100_33361.0	145.304
contig-100_33362.0	1.181
contig-100_33363.0	2.879
contig-100_33364.0	1.663
contig-100_33365.0	809.449
contig-100_33366.0	4.371
contig-100_33367.0	2.371
contig-100_33368.0	1.770
contig-100_33369.0	90.430
contig-100_33370.0	2.373
contig-100_33371.0	1.701
contig-100_33372.0	1.653
contig-100_33373.0	1.781
contig-100_33374.0	1.741
contig-100_33375.0	2.798
contig-100_33376.0	3.549
contig-100_33377.0	141.290
contig-100_33378.0	1.694
contig-100_33379.0	2.375
contig-100_33380.0	1.739
contig-100_33381.0	1.748
contig-100_33382.0	2.188
contig-100_33383.0	2.879
contig-100_33384.0	1.665
contig-100_33385.0	0.549
contig-100_33386.0	2.204
contig-100_33387.0	3.556
contig-100_33388.0	158.335
contig-100_33389.0	166.499
contig-100_33390.0	73.280
contig-100_33391.0	1.188
contig-100_33392.0	1.159
contig-100_33393.0	4.525
contig-100_33394.0	535.629
contig-100_33395.0	1.133
contig-100_33396.0	749.257
contig-100_33397.0	1.121
contig-100_33398.0	1.658
contig-100_33399.0	1.758
contig-100_33400.0	2.933
contig-100_33401.0	1.724
contig-100_33402.0	1.741
contig-100_33403.0	2.964
contig-100_33404.0	1.772
contig-100_33405.0	0.594
contig-100_33406.0	1.748
contig-100_33407.0	1.102
contig-100_33408.0	1.637
contig-100_33409.0	2.371
contig-100_33410.0	1.779
contig-100_33411.0	18896.382
contig-100_33412.0	1.682
contig-100_33413.0	7.280
contig-100_33414.0	28.348
contig-100_33415.0	0.540
contig-100_33416.0	1.119
contig-100_33417.0	4.110
contig-100_33418.0	2.374
contig-100_33419.0	2.379
contig-100_33420.0	1.188
contig-100_33421.0	554.760
contig-100_33422.0	1.105
contig-100_33423.0	3.283
contig-100_33424.0	2.371
contig-100_33425.0	1.733
contig-100_33426.0	1.712
contig-100_33427.0	5.300
contig-100_33428.0	1.162
contig-100_33429.0	3.429
contig-100_33430.0	2.283
contig-100_33431.0	1.188
contig-100_33432.0	2.381
contig-100_33433.0	3.412
contig-100_33434.0	271.629
contig-100_33435.0	4.671
contig-100_33436.0	1391.252
contig-100_33437.0	4.110
contig-100_33438.0	1.190
contig-100_33439.0	2.374
contig-100_33440.0	2.124
contig-100_33441.0	2.343
contig-100_33442.0	2.943
contig-100_33443.0	1.688
contig-100_33444.0	1.712
contig-100_33445.0	1.157
contig-100_33446.0	2.855
contig-100_33447.0	1.779
contig-100_33448.0	2.762
contig-100_33449.0	1.105
contig-100_33450.0	2.355
contig-100_33451.0	2.707
contig-100_33452.0	1.148
contig-100_33453.0	1.779
contig-100_33454.0	2.298
contig-100_33455.0	3.567
contig-100_33456.0	1.190
contig-100_33457.0	2.924
contig-100_33458.0	1.190
contig-100_33459.0	1.705
contig-100_33460.0	4.160
contig-100_33461.0	2.350
contig-100_33462.0	4.045
contig-100_33463.0	2.814
contig-100_33464.0	2.293
contig-100_33465.0	2.893
contig-100_33466.0	1.707
contig-100_33467.0	287.890
contig-100_33468.0	2.957
contig-100_33469.0	92.817
contig-100_33470.0	2.933
contig-100_33471.0	1.726
contig-100_33472.0	2.343
contig-100_33473.0	1.176
contig-100_33474.0	2.260
contig-100_33475.0	1.183
contig-100_33476.0	2.821
contig-100_33477.0	182.455
contig-100_33478.0	2.376
contig-100_33479.0	1.786
contig-100_33480.0	1.631
contig-100_33481.0	1.190
contig-100_33482.0	1.783
contig-100_33483.0	1.724
contig-100_33484.0	2.319
contig-100_33485.0	1.762
contig-100_33486.0	1.710
contig-100_33487.0	3.502
contig-100_33488.0	1.731
contig-100_33489.0	1.783
contig-100_33490.0	4.755
contig-100_33491.0	4.031
contig-100_33492.0	1.188
contig-100_33493.0	4.417
contig-100_33494.0	4.667
contig-100_33495.0	4.745
contig-100_33496.0	1.733
contig-100_33497.0	3.962
contig-100_33498.0	0.593
contig-100_33499.0	2.948
contig-100_33500.0	3.400
contig-100_33501.0	1.074
contig-100_33502.0	70.493
contig-100_33503.0	2.871
contig-100_33504.0	2.238
contig-100_33505.0	4.669
contig-100_33506.0	1.729
contig-100_33507.0	0.590
contig-100_33508.0	2.798
contig-100_33509.0	12.967
contig-100_33510.0	8.526
contig-100_33511.0	2.205
contig-100_33512.0	929.598
contig-100_33513.0	2.374
contig-100_33514.0	0.550
contig-100_33515.0	2.314
contig-100_33516.0	1.712
contig-100_33517.0	1.179
contig-100_33518.0	1.781
contig-100_33519.0	2.340
contig-100_33520.0	2.821
contig-100_33521.0	2.976
contig-100_33522.0	2.855
contig-100_33523.0	600.774
contig-100_33524.0	1.117
contig-100_33525.0	2.945
contig-100_33526.0	2.809
contig-100_33527.0	1.193
contig-100_33528.0	4.086
contig-100_33529.0	3.532
contig-100_33530.0	2.372
contig-100_33531.0	2.263
contig-100_33532.0	1.177
contig-100_33533.0	3.905
contig-100_33534.0	2.897
contig-100_33535.0	1.709
contig-100_33536.0	2.327
contig-100_33537.0	1.709
contig-100_33538.0	1.778
contig-100_33539.0	1.780
contig-100_33540.0	1.189
contig-100_33541.0	2.387
contig-100_33542.0	2.351
contig-100_33543.0	1.146
contig-100_33544.0	1.191
contig-100_33545.0	1.788
contig-100_33546.0	983.415
contig-100_33547.0	4.475
contig-100_33548.0	1.119
contig-100_33549.0	1.179
contig-100_33550.0	1.084
contig-100_33551.0	2.365
contig-100_33552.0	1.716
contig-100_33553.0	4.160
contig-100_33554.0	0.000
contig-100_33555.0	1.191
contig-100_33556.0	2.332
contig-100_33557.0	2.363
contig-100_33558.0	1.783
contig-100_33559.0	1.749
contig-100_33560.0	1.146
contig-100_33561.0	1.785
contig-100_33562.0	2.967
contig-100_33563.0	1.780
contig-100_33564.0	1.723
contig-100_33565.0	1.613
contig-100_33566.0	1.783
contig-100_33567.0	1.697
contig-100_33568.0	2.897
contig-100_33569.0	3.387
contig-100_33570.0	5.322
contig-100_33571.0	3.578
contig-100_33572.0	2.976
contig-100_33573.0	1.126
contig-100_33574.0	1.122
contig-100_33575.0	832.556
contig-100_33576.0	1.019
contig-100_33577.0	2.981
contig-100_33578.0	1.107
contig-100_33579.0	2.272
contig-100_33580.0	2.260
contig-100_33581.0	1.735
contig-100_33582.0	0.597
contig-100_33583.0	1.186
contig-100_33584.0	3.432
contig-100_33585.0	1.766
contig-100_33586.0	0.516
contig-100_33587.0	1.193
contig-100_33588.0	1.143
contig-100_33589.0	4.673
contig-100_33590.0	1.788
contig-100_33591.0	4.740
contig-100_33592.0	2.382
contig-100_33593.0	1.093
contig-100_33594.0	2.270
contig-100_33595.0	2.270
contig-100_33596.0	0.585
contig-100_33597.0	602.222
contig-100_33598.0	1.141
contig-100_33599.0	324.931
contig-100_33600.0	1.778
contig-100_33601.0	1.790
contig-100_33602.0	0.597
contig-100_33603.0	1.642
contig-100_33604.0	0.513
contig-100_33605.0	3.535
contig-100_33606.0	3.532
contig-100_33607.0	1.773
contig-100_33608.0	3.348
contig-100_33609.0	1.690
contig-100_33610.0	1.768
contig-100_33611.0	2.337
contig-100_33612.0	2.859
contig-100_33613.0	1.138
contig-100_33614.0	1.193
contig-100_33615.0	4.131
contig-100_33616.0	1.115
contig-100_33617.0	1.728
contig-100_33618.0	2.274
contig-100_33619.0	1.749
contig-100_33620.0	1.675
contig-100_33621.0	0.598
contig-100_33622.0	2.390
contig-100_33623.0	1.160
contig-100_33624.0	1.687
contig-100_33625.0	1.789
contig-100_33626.0	2.321
contig-100_33627.0	2.280
contig-100_33628.0	17.060
contig-100_33629.0	3.428
contig-100_33630.0	1.792
contig-100_33631.0	3.514
contig-100_33632.0	1.720
contig-100_33633.0	2.988
contig-100_33634.0	926.555
contig-100_33635.0	568.720
contig-100_33636.0	77.682
contig-100_33637.0	1.751
contig-100_33638.0	1.727
contig-100_33639.0	2.368
contig-100_33640.0	2.349
contig-100_33641.0	1.179
contig-100_33642.0	2.244
contig-100_33643.0	1.794
contig-100_33644.0	2.390
contig-100_33645.0	0.598
contig-100_33646.0	1.763
contig-100_33647.0	2.849
contig-100_33648.0	2.385
contig-100_33649.0	1.132
contig-100_33650.0	1.189
contig-100_33651.0	4.701
contig-100_33652.0	2.251
contig-100_33653.0	0.522
contig-100_33654.0	1.794
contig-100_33655.0	1341.199
contig-100_33656.0	1.713
contig-100_33657.0	325.837
contig-100_33658.0	2.356
contig-100_33659.0	2.335
contig-100_33660.0	263.792
contig-100_33661.0	0.598
contig-100_33662.0	1.191
contig-100_33663.0	2.316
contig-100_33664.0	1.165
contig-100_33665.0	2.378
contig-100_33666.0	3.318
contig-100_33667.0	2.301
contig-100_33668.0	1.794
contig-100_33669.0	2.794
contig-100_33670.0	1.184
contig-100_33671.0	1.711
contig-100_33672.0	1.701
contig-100_33673.0	5.313
contig-100_33674.0	2.323
contig-100_33675.0	1.730
contig-100_33676.0	3.577
contig-100_33677.0	1.701
contig-100_33678.0	1.792
contig-100_33679.0	1.179
contig-100_33680.0	2.313
contig-100_33681.0	1.184
contig-100_33682.0	4.158
contig-100_33683.0	2.258
contig-100_33684.0	2.904
contig-100_33685.0	0.598
contig-100_33686.0	2.330
contig-100_33687.0	2.294
contig-100_33688.0	2.988
contig-100_33689.0	2.981
contig-100_33690.0	1.196
contig-100_33691.0	1.699
contig-100_33692.0	2.964
contig-100_33693.0	4.074
contig-100_33694.0	1.196
contig-100_33695.0	1.730
contig-100_33696.0	1.737
contig-100_33697.0	1.103
contig-100_33698.0	1.768
contig-100_33699.0	3.474
contig-100_33700.0	3.538
contig-100_33701.0	2.952
contig-100_33702.0	123.086
contig-100_33703.0	2.321
contig-100_33704.0	301.591
contig-100_33705.0	1.117
contig-100_33706.0	1.189
contig-100_33707.0	4.694
contig-100_33708.0	0.579
contig-100_33709.0	1.170
contig-100_33710.0	4.065
contig-100_33711.0	0.596
contig-100_33712.0	1.701
contig-100_33713.0	2.266
contig-100_33714.0	2.316
contig-100_33715.0	2.361
contig-100_33716.0	2.378
contig-100_33717.0	2.342
contig-100_33718.0	2.354
contig-100_33719.0	522.837
contig-100_33720.0	1.191
contig-100_33721.0	2.983
contig-100_33722.0	1.789
contig-100_33723.0	146.813
contig-100_33724.0	1.732
contig-100_33725.0	264.734
contig-100_33726.0	2.938
contig-100_33727.0	3.981
contig-100_33728.0	1.681
contig-100_33729.0	2.995
contig-100_33730.0	0.573
contig-100_33731.0	2.751
contig-100_33732.0	226.005
contig-100_33733.0	1.177
contig-100_33734.0	2.974
contig-100_33735.0	3.592
contig-100_33736.0	1.683
contig-100_33737.0	2.971
contig-100_33738.0	1.199
contig-100_33739.0	2.393
contig-100_33740.0	2.372
contig-100_33741.0	1.177
contig-100_33742.0	2.995
contig-100_33743.0	2.921
contig-100_33744.0	2.933
contig-100_33745.0	1.153
contig-100_33746.0	2.319
contig-100_33747.0	1.199
contig-100_33748.0	1.086
contig-100_33749.0	2.319
contig-100_33750.0	96.161
contig-100_33751.0	1.189
contig-100_33752.0	2.909
contig-100_33753.0	13.374
contig-100_33754.0	187.348
contig-100_33755.0	1.796
contig-100_33756.0	2.326
contig-100_33757.0	0.595
contig-100_33758.0	2.890
contig-100_33759.0	1.767
contig-100_33760.0	1.717
contig-100_33761.0	1.794
contig-100_33762.0	1.727
contig-100_33763.0	4.175
contig-100_33764.0	1.739
contig-100_33765.0	166.947
contig-100_33766.0	424.657
contig-100_33767.0	3.412
contig-100_33768.0	1100.614
contig-100_33769.0	778.566
contig-100_33770.0	0.600
contig-100_33771.0	1.796
contig-100_33772.0	1.789
contig-100_33773.0	717.096
contig-100_33774.0	1.177
contig-100_33775.0	1.065
contig-100_33776.0	598.784
contig-100_33777.0	1.717
contig-100_33778.0	1.710
contig-100_33779.0	1.722
contig-100_33780.0	2.396
contig-100_33781.0	1.715
contig-100_33782.0	2.233
contig-100_33783.0	1.197
contig-100_33784.0	1085.892
contig-100_33785.0	0.600
contig-100_33786.0	1.748
contig-100_33787.0	1.789
contig-100_33788.0	1.736
contig-100_33789.0	2.357
contig-100_33790.0	2.384
contig-100_33791.0	0.600
contig-100_33792.0	1.755
contig-100_33793.0	2.892
contig-100_33794.0	2.348
contig-100_33795.0	4.177
contig-100_33796.0	2.309
contig-100_33797.0	2.751
contig-100_33798.0	2.276
contig-100_33799.0	1.194
contig-100_33800.0	0.535
contig-100_33801.0	2.350
contig-100_33802.0	2.283
contig-100_33803.0	2.247
contig-100_33804.0	2.398
contig-100_33805.0	2.396
contig-100_33806.0	0.600
contig-100_33807.0	0.583
contig-100_33808.0	115.053
contig-100_33809.0	1.096
contig-100_33810.0	1.655
contig-100_33811.0	0.600
contig-100_33812.0	2.204
contig-100_33813.0	0.000
contig-100_33814.0	1.700
contig-100_33815.0	194.940
contig-100_33816.0	2.271
contig-100_33817.0	2.398
contig-100_33818.0	1.177
contig-100_33819.0	3.523
contig-100_33820.0	2.391
contig-100_33821.0	1.758
contig-100_33822.0	2.988
contig-100_33823.0	1.192
contig-100_33824.0	3.408
contig-100_33825.0	680.751
contig-100_33826.0	1.763
contig-100_33827.0	2.976
contig-100_33828.0	4.173
contig-100_33829.0	0.603
contig-100_33830.0	1.796
contig-100_33831.0	1.151
contig-100_33832.0	15.548
contig-100_33833.0	0.601
contig-100_33834.0	2.382
contig-100_33835.0	2.911
contig-100_33836.0	4.113
contig-100_33837.0	210.656
contig-100_33838.0	3.507
contig-100_33839.0	148.144
contig-100_33840.0	1.200
contig-100_33841.0	1.733
contig-100_33842.0	2.397
contig-100_33843.0	1.656
contig-100_33844.0	10.947
contig-100_33845.0	0.000
contig-100_33846.0	2.394
contig-100_33847.0	3.541
contig-100_33848.0	1.779
contig-100_33849.0	0.601
contig-100_33850.0	1096.317
contig-100_33851.0	707.786
contig-100_33852.0	2.202
contig-100_33853.0	3.933
contig-100_33854.0	1.139
contig-100_33855.0	602.175
contig-100_33856.0	2.894
contig-100_33857.0	2.779
contig-100_33858.0	1.202
contig-100_33859.0	3.575
contig-100_33860.0	3.425
contig-100_33861.0	2.856
contig-100_33862.0	1.803
contig-100_33863.0	1.192
contig-100_33864.0	703.618
contig-100_33865.0	1.188
contig-100_33866.0	0.565
contig-100_33867.0	1.200
contig-100_33868.0	1.627
contig-100_33869.0	417.849
contig-100_33870.0	2.846
contig-100_33871.0	2.918
contig-100_33872.0	2.404
contig-100_33873.0	0.579
contig-100_33874.0	2.276
contig-100_33875.0	1.798
contig-100_33876.0	2.332
contig-100_33877.0	3.596
contig-100_33878.0	2.315
contig-100_33879.0	826.394
contig-100_33880.0	1.788
contig-100_33881.0	1.123
contig-100_33882.0	2.401
contig-100_33883.0	2.358
contig-100_33884.0	2.399
contig-100_33885.0	1.200
contig-100_33886.0	1.762
contig-100_33887.0	4.089
contig-100_33888.0	1.200
contig-100_33889.0	2.998
contig-100_33890.0	2.998
contig-100_33891.0	2.858
contig-100_33892.0	1.197
contig-100_33893.0	1.752
contig-100_33894.0	1.060
contig-100_33895.0	1.733
contig-100_33896.0	1.800
contig-100_33897.0	2.853
contig-100_33898.0	278.180
contig-100_33899.0	0.601
contig-100_33900.0	2.990
contig-100_33901.0	1.200
contig-100_33902.0	0.601
contig-100_33903.0	2.760
contig-100_33904.0	2.897
contig-100_33905.0	2.337
contig-100_33906.0	1.200
contig-100_33907.0	1.704
contig-100_33908.0	1.192
contig-100_33909.0	2.923
contig-100_33910.0	1.800
contig-100_33911.0	2.865
contig-100_33912.0	523.493
contig-100_33913.0	1.762
contig-100_33914.0	2.382
contig-100_33915.0	2.822
contig-100_33916.0	1.704
contig-100_33917.0	663.921
contig-100_33918.0	2.913
contig-100_33919.0	0.000
contig-100_33920.0	0.601
contig-100_33921.0	0.599
contig-100_33922.0	1.774
contig-100_33923.0	1.781
contig-100_33924.0	1.772
contig-100_33925.0	2.913
contig-100_33926.0	2.962
contig-100_33927.0	1.750
contig-100_33928.0	2.978
contig-100_33929.0	8.798
contig-100_33930.0	2.325
contig-100_33931.0	2.962
contig-100_33932.0	1.709
contig-100_33933.0	1.752
contig-100_33934.0	78.361
contig-100_33935.0	395.169
contig-100_33936.0	1.802
contig-100_33937.0	4.147
contig-100_33938.0	2.251
contig-100_33939.0	46.658
contig-100_33940.0	2.272
contig-100_33941.0	1.123
contig-100_33942.0	3.940
contig-100_33943.0	2.981
contig-100_33944.0	3.518
contig-100_33945.0	1.713
contig-100_33946.0	2.361
contig-100_33947.0	2.410
contig-100_33948.0	2.395
contig-100_33949.0	1.761
contig-100_33950.0	1.202
contig-100_33951.0	1.718
contig-100_33952.0	1.749
contig-100_33953.0	1.190
contig-100_33954.0	1017.819
contig-100_33955.0	2.405
contig-100_33956.0	3.571
contig-100_33957.0	4.024
contig-100_33958.0	2.373
contig-100_33959.0	2.998
contig-100_33960.0	2.265
contig-100_33961.0	2.224
contig-100_33962.0	2.361
contig-100_33963.0	4.106
contig-100_33964.0	1.198
contig-100_33965.0	2.395
contig-100_33966.0	1.128
contig-100_33967.0	2.407
contig-100_33968.0	308.195
contig-100_33969.0	2.407
contig-100_33970.0	3.504
contig-100_33971.0	1.205
contig-100_33972.0	2.308
contig-100_33973.0	1.704
contig-100_33974.0	1.708
contig-100_33975.0	44.841
contig-100_33976.0	2.911
contig-100_33977.0	4.694
contig-100_33978.0	1.113
contig-100_33979.0	0.000
contig-100_33980.0	5.154
contig-100_33981.0	1.790
contig-100_33982.0	2.959
contig-100_33983.0	1.800
contig-100_33984.0	1.742
contig-100_33985.0	2.978
contig-100_33986.0	2.260
contig-100_33987.0	2.983
contig-100_33988.0	0.581
contig-100_33989.0	0.000
contig-100_33990.0	1.205
contig-100_33991.0	3.590
contig-100_33992.0	4.696
contig-100_33993.0	0.602
contig-100_33994.0	2.407
contig-100_33995.0	1.166
contig-100_33996.0	1.672
contig-100_33997.0	3.010
contig-100_33998.0	1.149
contig-100_33999.0	2.952
contig-100_34000.0	1.800
contig-100_34001.0	2.292
contig-100_34002.0	1.805
contig-100_34003.0	1.802
contig-100_34004.0	1.200
contig-100_34005.0	0.651
contig-100_34006.0	1.718
contig-100_34007.0	2.925
contig-100_34008.0	259.210
contig-100_34009.0	1.200
contig-100_34010.0	2.892
contig-100_34011.0	2.998
contig-100_34012.0	2.993
contig-100_34013.0	1.660
contig-100_34014.0	3.412
contig-100_34015.0	2.323
contig-100_34016.0	2.959
contig-100_34017.0	1.805
contig-100_34018.0	1.125
contig-100_34019.0	2.373
contig-100_34020.0	2.998
contig-100_34021.0	2.933
contig-100_34022.0	2.952
contig-100_34023.0	397.316
contig-100_34024.0	1.658
contig-100_34025.0	2.320
contig-100_34026.0	2.229
contig-100_34027.0	1.807
contig-100_34028.0	158.704
contig-100_34029.0	2.320
contig-100_34030.0	74.325
contig-100_34031.0	1.202
contig-100_34032.0	1.205
contig-100_34033.0	13.773
contig-100_34034.0	0.000
contig-100_34035.0	1.200
contig-100_34036.0	2.313
contig-100_34037.0	668.561
contig-100_34038.0	197.882
contig-100_34039.0	2.388
contig-100_34040.0	1.781
contig-100_34041.0	1.790
contig-100_34042.0	2.304
contig-100_34043.0	1260.453
contig-100_34044.0	1.205
contig-100_34045.0	1.155
contig-100_34046.0	0.522
contig-100_34047.0	0.536
contig-100_34048.0	60.534
contig-100_34049.0	4.191
contig-100_34050.0	1.650
contig-100_34051.0	2.357
contig-100_34052.0	1.812
contig-100_34053.0	0.604
contig-100_34054.0	1.193
contig-100_34055.0	2.365
contig-100_34056.0	210.657
contig-100_34057.0	4.007
contig-100_34058.0	1.205
contig-100_34059.0	2.266
contig-100_34060.0	2.911
contig-100_34061.0	4.722
contig-100_34062.0	1.787
contig-100_34063.0	2.415
contig-100_34064.0	2.973
contig-100_34065.0	4.022
contig-100_34066.0	2.350
contig-100_34067.0	0.604
contig-100_34068.0	4.138
contig-100_34069.0	2.923
contig-100_34070.0	103.756
contig-100_34071.0	1.797
contig-100_34072.0	1.785
contig-100_34073.0	4.671
contig-100_34074.0	1.121
contig-100_34075.0	1.761
contig-100_34076.0	1.674
contig-100_34077.0	2.278
contig-100_34078.0	2.386
contig-100_34079.0	3.592
contig-100_34080.0	1.749
contig-100_34081.0	1.150
contig-100_34082.0	3.014
contig-100_34083.0	1.761
contig-100_34084.0	1.727
contig-100_34085.0	1.123
contig-100_34086.0	1.186
contig-100_34087.0	0.601
contig-100_34088.0	1.797
contig-100_34089.0	683.802
contig-100_34090.0	3.536
contig-100_34091.0	2.954
contig-100_34092.0	0.580
contig-100_34093.0	1109.568
contig-100_34094.0	2.307
contig-100_34095.0	2.329
contig-100_34096.0	2.326
contig-100_34097.0	2.403
contig-100_34098.0	1.775
contig-100_34099.0	1.751
contig-100_34100.0	0.539
contig-100_34101.0	1.754
contig-100_34102.0	1.727
contig-100_34103.0	1.205
contig-100_34104.0	1067.215
contig-100_34105.0	4.457
contig-100_34106.0	3.353
contig-100_34107.0	1.766
contig-100_34108.0	1.208
contig-100_34109.0	1.208
contig-100_34110.0	10.705
contig-100_34111.0	4.193
contig-100_34112.0	2.300
contig-100_34113.0	2.321
contig-100_34114.0	2.406
contig-100_34115.0	2.237
contig-100_34116.0	4.135
contig-100_34117.0	1.101
contig-100_34118.0	3.010
contig-100_34119.0	1.176
contig-100_34120.0	1.744
contig-100_34121.0	1.130
contig-100_34122.0	4.541
contig-100_34123.0	466.261
contig-100_34124.0	2.321
contig-100_34125.0	85.495
contig-100_34126.0	1.800
contig-100_34127.0	2.413
contig-100_34128.0	1.159
contig-100_34129.0	1.208
contig-100_34130.0	1914.186
contig-100_34131.0	1.809
contig-100_34132.0	1.198
contig-100_34133.0	440.696
contig-100_34134.0	0.604
contig-100_34135.0	0.601
contig-100_34136.0	3.572
contig-100_34137.0	241.725
contig-100_34138.0	1.758
contig-100_34139.0	2.333
contig-100_34140.0	3.017
contig-100_34141.0	3.553
contig-100_34142.0	1.758
contig-100_34143.0	0.594
contig-100_34144.0	2.316
contig-100_34145.0	269.251
contig-100_34146.0	1.114
contig-100_34147.0	192.413
contig-100_34148.0	1.802
contig-100_34149.0	1.795
contig-100_34150.0	1735.751
contig-100_34151.0	126.785
contig-100_34152.0	1.094
contig-100_34153.0	1.807
contig-100_34154.0	1.208
contig-100_34155.0	2.993
contig-100_34156.0	302.903
contig-100_34157.0	9.553
contig-100_34158.0	2.362
contig-100_34159.0	2.389
contig-100_34160.0	3.002
contig-100_34161.0	2.971
contig-100_34162.0	1.157
contig-100_34163.0	0.604
contig-100_34164.0	1.807
contig-100_34165.0	1.742
contig-100_34166.0	1.111
contig-100_34167.0	1.628
contig-100_34168.0	331.000
contig-100_34169.0	658.516
contig-100_34170.0	1.126
contig-100_34171.0	1.736
contig-100_34172.0	2.305
contig-100_34173.0	1.806
contig-100_34174.0	1.804
contig-100_34175.0	1.208
contig-100_34176.0	1.206
contig-100_34177.0	1.211
contig-100_34178.0	1.138
contig-100_34179.0	1.126
contig-100_34180.0	2.416
contig-100_34181.0	1.131
contig-100_34182.0	2.324
contig-100_34183.0	0.600
contig-100_34184.0	589.927
contig-100_34185.0	2.847
contig-100_34186.0	3.022
contig-100_34187.0	1.107
contig-100_34188.0	66.613
contig-100_34189.0	812.814
contig-100_34190.0	2.295
contig-100_34191.0	0.605
contig-100_34192.0	2.354
contig-100_34193.0	1.206
contig-100_34194.0	1.736
contig-100_34195.0	2.414
contig-100_34196.0	2.298
contig-100_34197.0	1.705
contig-100_34198.0	0.605
contig-100_34199.0	1.220
contig-100_34200.0	1.208
contig-100_34201.0	1.726
contig-100_34202.0	2.857
contig-100_34203.0	1.814
contig-100_34204.0	2.375
contig-100_34205.0	3.024
contig-100_34206.0	1.153
contig-100_34207.0	1.211
contig-100_34208.0	2.412
contig-100_34209.0	1.746
contig-100_34210.0	2.397
contig-100_34211.0	1080.857
contig-100_34212.0	1.211
contig-100_34213.0	686.627
contig-100_34214.0	3.441
contig-100_34215.0	2.390
contig-100_34216.0	1.780
contig-100_34217.0	3.479
contig-100_34218.0	4.056
contig-100_34219.0	2.937
contig-100_34220.0	2.354
contig-100_34221.0	1.814
contig-100_34222.0	2.351
contig-100_34223.0	0.584
contig-100_34224.0	200.726
contig-100_34225.0	0.000
contig-100_34226.0	502.787
contig-100_34227.0	2.978
contig-100_34228.0	1.206
contig-100_34229.0	2.300
contig-100_34230.0	492.143
contig-100_34231.0	505.453
contig-100_34232.0	3.022
contig-100_34233.0	1.191
contig-100_34234.0	1.717
contig-100_34235.0	380.804
contig-100_34236.0	1.211
contig-100_34237.0	1.782
contig-100_34238.0	3.567
contig-100_34239.0	1.136
contig-100_34240.0	3.603
contig-100_34241.0	0.533
contig-100_34242.0	1.208
contig-100_34243.0	1.211
contig-100_34244.0	2.416
contig-100_34245.0	2.390
contig-100_34246.0	1.157
contig-100_34247.0	3.584
contig-100_34248.0	0.605
contig-100_34249.0	2.416
contig-100_34250.0	94.935
contig-100_34251.0	0.603
contig-100_34252.0	0.605
contig-100_34253.0	2.966
contig-100_34254.0	2.254
contig-100_34255.0	2.283
contig-100_34256.0	187.128
contig-100_34257.0	1.816
contig-100_34258.0	2.908
contig-100_34259.0	2.320
contig-100_34260.0	1.179
contig-100_34261.0	2.898
contig-100_34262.0	2.416
contig-100_34263.0	1.605
contig-100_34264.0	1.722
contig-100_34265.0	3.625
contig-100_34266.0	1.203
contig-100_34267.0	1.775
contig-100_34268.0	828.753
contig-100_34269.0	1.782
contig-100_34270.0	1.114
contig-100_34271.0	4.080
contig-100_34272.0	554.005
contig-100_34273.0	1.717
contig-100_34274.0	4.066
contig-100_34275.0	1.211
contig-100_34276.0	2.774
contig-100_34277.0	3.447
contig-100_34278.0	2.330
contig-100_34279.0	4.765
contig-100_34280.0	2.427
contig-100_34281.0	2.845
contig-100_34282.0	2.260
contig-100_34283.0	2.311
contig-100_34284.0	1.243
contig-100_34285.0	1.820
contig-100_34286.0	1.786
contig-100_34287.0	111.090
contig-100_34288.0	2.425
contig-100_34289.0	1.743
contig-100_34290.0	3.032
contig-100_34291.0	1.129
contig-100_34292.0	1.820
contig-100_34293.0	0.570
contig-100_34294.0	2.942
contig-100_34295.0	2.427
contig-100_34296.0	592.359
contig-100_34297.0	2.422
contig-100_34298.0	2.951
contig-100_34299.0	2.939
contig-100_34300.0	5.959
contig-100_34301.0	2.847
contig-100_34302.0	2.405
contig-100_34303.0	1.214
contig-100_34304.0	1.211
contig-100_34305.0	1.214
contig-100_34306.0	2.347
contig-100_34307.0	4.177
contig-100_34308.0	0.532
contig-100_34309.0	1.211
contig-100_34310.0	2.335
contig-100_34311.0	3.019
contig-100_34312.0	0.522
contig-100_34313.0	3.553
contig-100_34314.0	3.434
contig-100_34315.0	2.410
contig-100_34316.0	1.813
contig-100_34317.0	2.971
contig-100_34318.0	2.425
contig-100_34319.0	1378.413
contig-100_34320.0	2.937
contig-100_34321.0	1.214
contig-100_34322.0	3.451
contig-100_34323.0	2.903
contig-100_34324.0	2.371
contig-100_34325.0	2.320
contig-100_34326.0	3.034
contig-100_34327.0	2.908
contig-100_34328.0	1.187
contig-100_34329.0	1.818
contig-100_34330.0	6.602
contig-100_34331.0	1.214
contig-100_34332.0	2.248
contig-100_34333.0	2.978
contig-100_34334.0	2.345
contig-100_34335.0	2.272
contig-100_34336.0	0.578
contig-100_34337.0	1.806
contig-100_34338.0	68.811
contig-100_34339.0	48.126
contig-100_34340.0	2.362
contig-100_34341.0	1.194
contig-100_34342.0	1.692
contig-100_34343.0	2.415
