contig	cov_mean_sample_idba_ud_perc100_sorted
contig-100_167.3	167.598
contig-100_167.4	168.475
contig-100_167.5	166.491
contig-100_167.6	166.388
contig-100_168.0	127.457
contig-100_168.1	130.477
contig-100_168.2	130.197
contig-100_168.3	126.626
contig-100_168.4	134.063
contig-100_168.5	134.365
contig-100_168.6	132.172
contig-100_169.0	165.399
contig-100_169.1	171.368
contig-100_169.2	170.901
contig-100_169.3	170.868
contig-100_169.4	167.996
contig-100_169.5	165.414
contig-100_169.6	165.479
contig-100_170.0	17.090
contig-100_170.1	15.707
contig-100_170.2	16.562
contig-100_170.3	17.785
contig-100_170.4	16.641
contig-100_170.5	16.275
contig-100_170.6	14.959
contig-100_171.0	168.364
contig-100_171.1	166.375
contig-100_171.2	168.239
contig-100_171.3	167.565
contig-100_171.4	167.120
contig-100_171.5	167.183
contig-100_171.6	163.241
contig-100_172.0	130.719
contig-100_172.1	128.427
contig-100_172.2	133.083
contig-100_172.3	133.908
contig-100_172.4	130.589
contig-100_172.5	130.329
contig-100_173.0	131.915
contig-100_173.1	131.522
contig-100_173.2	130.583
contig-100_173.3	130.427
contig-100_173.4	132.919
contig-100_173.5	126.762
contig-100_174.0	15.997
contig-100_174.1	16.971
contig-100_174.2	15.216
contig-100_174.3	15.521
contig-100_174.4	15.874
contig-100_174.5	15.550
contig-100_175.0	163.019
contig-100_175.1	168.905
contig-100_175.2	169.059
contig-100_175.3	170.168
contig-100_175.4	170.839
contig-100_175.5	165.985
contig-100_176.0	168.282
contig-100_176.1	168.448
contig-100_176.2	167.493
contig-100_176.3	171.543
contig-100_176.4	167.126
contig-100_176.5	170.012
contig-100_177.0	9.787
contig-100_177.1	9.349
contig-100_177.2	8.826
contig-100_177.3	9.613
contig-100_177.4	10.751
contig-100_177.5	9.253
contig-100_178.0	12.344
contig-100_178.1	11.901
contig-100_178.2	10.306
contig-100_178.3	12.905
contig-100_178.4	11.397
contig-100_178.5	11.782
contig-100_179.0	9.419
contig-100_179.1	10.002
contig-100_179.2	9.139
contig-100_179.3	10.972
contig-100_179.4	9.320
contig-100_179.5	8.997
contig-100_180.0	9.409
contig-100_180.1	9.932
contig-100_180.2	8.545
contig-100_180.3	9.619
contig-100_180.4	8.870
contig-100_180.5	9.738
contig-100_181.0	130.309
contig-100_181.1	129.085
contig-100_181.2	131.683
contig-100_181.3	131.575
contig-100_181.4	136.555
contig-100_181.5	128.635
contig-100_182.0	127.098
contig-100_182.1	129.401
contig-100_182.2	129.621
contig-100_182.3	127.408
contig-100_182.4	133.040
contig-100_182.5	132.625
contig-100_183.0	16.283
contig-100_183.1	17.031
contig-100_183.2	15.452
contig-100_183.3	16.981
contig-100_183.4	15.883
contig-100_183.5	17.339
contig-100_184.0	128.319
contig-100_184.1	131.434
contig-100_184.2	129.304
contig-100_184.3	126.323
contig-100_184.4	129.298
contig-100_184.5	130.463
contig-100_185.0	24.903
contig-100_185.1	25.273
contig-100_185.2	27.675
contig-100_185.3	26.716
contig-100_185.4	26.134
contig-100_185.5	26.368
contig-100_186.0	128.007
contig-100_186.1	126.275
contig-100_186.2	131.806
contig-100_186.3	127.467
contig-100_186.4	130.127
contig-100_186.5	131.196
contig-100_187.0	9.675
contig-100_187.1	9.198
contig-100_187.2	9.891
contig-100_187.3	9.883
contig-100_187.4	8.364
contig-100_187.5	8.431
contig-100_188.0	128.274
contig-100_188.1	131.283
contig-100_188.2	136.100
contig-100_188.3	135.207
contig-100_188.4	132.790
contig-100_188.5	130.435
contig-100_189.0	15.043
contig-100_189.1	16.640
contig-100_189.2	17.468
contig-100_189.3	17.638
contig-100_189.4	16.152
contig-100_189.5	16.035
contig-100_190.0	16.081
contig-100_190.1	17.182
contig-100_190.2	17.274
contig-100_190.3	16.264
contig-100_190.4	17.799
contig-100_190.5	16.544
contig-100_191.0	130.703
contig-100_191.1	131.864
contig-100_191.2	129.007
contig-100_191.3	132.303
contig-100_191.4	130.845
contig-100_191.5	128.150
contig-100_192.0	11.858
contig-100_192.1	11.450
contig-100_192.2	10.620
contig-100_192.3	11.528
contig-100_192.4	12.181
contig-100_192.5	11.455
contig-100_193.0	27.847
contig-100_193.1	25.002
contig-100_193.2	27.776
contig-100_193.3	26.302
contig-100_193.4	26.262
contig-100_193.5	27.390
contig-100_194.0	10.395
contig-100_194.1	9.163
contig-100_194.2	9.604
contig-100_194.3	8.853
contig-100_194.4	9.919
contig-100_194.5	9.314
contig-100_195.0	127.653
contig-100_195.1	133.328
contig-100_195.2	130.640
contig-100_195.3	128.383
contig-100_195.4	130.382
contig-100_195.5	128.286
contig-100_196.0	26.584
contig-100_196.1	29.891
contig-100_196.2	29.791
contig-100_196.3	27.509
contig-100_196.4	28.519
contig-100_196.5	27.400
contig-100_197.0	107.509
contig-100_197.1	105.741
contig-100_197.2	106.996
contig-100_197.3	103.115
contig-100_197.4	105.548
contig-100_197.5	106.824
contig-100_198.0	128.377
contig-100_198.1	129.823
contig-100_198.2	132.684
contig-100_198.3	128.539
contig-100_198.4	133.331
contig-100_198.5	128.879
contig-100_199.0	13.658
contig-100_199.1	13.097
contig-100_199.2	12.673
contig-100_199.3	11.763
contig-100_199.4	11.796
contig-100_199.5	11.561
contig-100_200.0	27.198
contig-100_200.1	24.493
contig-100_200.2	26.409
contig-100_200.3	27.512
contig-100_200.4	25.279
contig-100_200.5	24.377
contig-100_201.0	302.219
contig-100_201.1	306.163
contig-100_201.2	297.666
contig-100_201.3	310.489
contig-100_201.4	308.144
contig-100_201.5	302.585
contig-100_202.0	17.121
contig-100_202.1	16.544
contig-100_202.2	15.433
contig-100_202.3	17.403
contig-100_202.4	16.599
contig-100_202.5	15.443
contig-100_203.0	10.524
contig-100_203.1	10.581
contig-100_203.2	9.277
contig-100_203.3	9.230
contig-100_203.4	9.814
contig-100_203.5	9.814
contig-100_204.0	16.998
contig-100_204.1	15.893
contig-100_204.2	16.815
contig-100_204.3	17.478
contig-100_204.4	17.154
contig-100_204.5	16.162
contig-100_205.0	9.921
contig-100_205.1	9.298
contig-100_205.2	8.745
contig-100_205.3	9.806
contig-100_205.4	9.669
contig-100_205.5	9.300
contig-100_206.0	8.683
contig-100_206.1	10.117
contig-100_206.2	8.948
contig-100_206.3	8.613
contig-100_206.4	9.261
contig-100_206.5	9.216
contig-100_207.0	163.452
contig-100_207.1	170.510
contig-100_207.2	169.149
contig-100_207.3	169.750
contig-100_207.4	171.280
contig-100_207.5	170.183
contig-100_208.0	18.003
contig-100_208.1	17.671
contig-100_208.2	19.280
contig-100_208.3	17.300
contig-100_208.4	16.624
contig-100_208.5	17.371
contig-100_209.0	24.606
contig-100_209.1	26.182
contig-100_209.2	25.553
contig-100_209.3	27.447
contig-100_209.4	26.891
contig-100_209.5	26.803
contig-100_210.0	143.351
contig-100_210.1	129.834
contig-100_210.2	131.377
contig-100_210.3	130.637
contig-100_210.4	129.785
contig-100_210.5	130.266
contig-100_211.0	169.083
contig-100_211.1	170.714
contig-100_211.2	169.829
contig-100_211.3	168.827
contig-100_211.4	169.474
contig-100_211.5	172.922
contig-100_212.0	130.334
contig-100_212.1	130.633
contig-100_212.2	131.389
contig-100_212.3	127.664
contig-100_212.4	129.018
contig-100_212.5	134.036
contig-100_213.0	26.963
contig-100_213.1	25.087
contig-100_213.2	26.020
contig-100_213.3	26.645
contig-100_213.4	27.384
contig-100_213.5	24.879
contig-100_214.0	9.531
contig-100_214.1	9.099
contig-100_214.2	10.590
contig-100_214.3	9.199
contig-100_214.4	9.482
contig-100_215.0	6.905
contig-100_215.1	6.951
contig-100_215.2	7.040
contig-100_215.3	6.620
contig-100_215.4	7.697
contig-100_216.0	301.004
contig-100_216.1	310.130
contig-100_216.2	306.246
contig-100_216.3	312.506
contig-100_216.4	306.469
contig-100_217.0	106.419
contig-100_217.1	109.749
contig-100_217.2	113.093
contig-100_217.3	104.100
contig-100_217.4	107.240
contig-100_218.0	24.051
contig-100_218.1	24.703
contig-100_218.2	22.057
contig-100_218.3	23.072
contig-100_218.4	23.051
contig-100_219.0	26.951
contig-100_219.1	27.117
contig-100_219.2	25.392
contig-100_219.3	24.809
contig-100_219.4	26.204
contig-100_220.0	25.357
contig-100_220.1	27.260
contig-100_220.2	26.319
contig-100_220.3	25.952
contig-100_220.4	27.088
contig-100_221.0	26.010
contig-100_221.1	25.139
contig-100_221.2	27.538
contig-100_221.3	26.751
contig-100_221.4	26.462
contig-100_222.0	129.762
contig-100_222.1	135.274
contig-100_222.2	126.058
contig-100_222.3	127.940
contig-100_222.4	129.949
contig-100_223.0	166.647
contig-100_223.1	168.271
contig-100_223.2	168.355
contig-100_223.3	171.761
contig-100_223.4	169.067
contig-100_224.0	9.261
contig-100_224.1	10.303
contig-100_224.2	9.728
contig-100_224.3	9.225
contig-100_224.4	9.729
contig-100_225.0	166.677
contig-100_225.1	164.223
contig-100_225.2	167.503
contig-100_225.3	168.878
contig-100_225.4	166.269
contig-100_226.0	9.218
contig-100_226.1	9.321
contig-100_226.2	9.756
contig-100_226.3	9.686
contig-100_226.4	10.234
contig-100_227.0	302.014
contig-100_227.1	304.709
contig-100_227.2	304.277
contig-100_227.3	300.707
contig-100_227.4	303.777
contig-100_228.0	15.575
contig-100_228.1	17.338
contig-100_228.2	17.818
contig-100_228.3	15.883
contig-100_228.4	16.938
contig-100_229.0	28.446
contig-100_229.1	25.582
contig-100_229.2	26.247
contig-100_229.3	27.427
contig-100_229.4	25.227
contig-100_230.0	11.545
contig-100_230.1	12.181
contig-100_230.2	13.050
contig-100_230.3	12.188
contig-100_230.4	11.464
contig-100_231.0	131.659
contig-100_231.1	132.169
contig-100_231.2	131.425
contig-100_231.3	133.421
contig-100_231.4	134.661
contig-100_232.0	125.680
contig-100_232.1	129.928
contig-100_232.2	132.791
contig-100_232.3	131.167
contig-100_232.4	131.858
contig-100_233.0	16.514
contig-100_233.1	16.104
contig-100_233.2	16.926
contig-100_233.3	16.476
contig-100_233.4	15.841
contig-100_234.0	25.035
contig-100_234.1	25.871
contig-100_234.2	25.313
contig-100_234.3	24.872
contig-100_234.4	24.385
contig-100_235.0	299.272
contig-100_235.1	300.808
contig-100_235.2	308.719
contig-100_235.3	300.607
contig-100_235.4	302.270
contig-100_236.0	11.687
contig-100_236.1	12.086
contig-100_236.2	11.981
contig-100_236.3	11.403
contig-100_236.4	12.631
contig-100_237.0	301.597
contig-100_237.1	305.247
contig-100_237.2	304.061
contig-100_237.3	302.241
contig-100_237.4	303.124
contig-100_238.0	128.348
contig-100_238.1	126.311
contig-100_238.2	137.047
contig-100_238.3	128.746
contig-100_238.4	131.184
contig-100_239.0	121.860
contig-100_239.1	24.473
contig-100_239.2	23.638
contig-100_239.3	25.991
contig-100_239.4	23.892
contig-100_240.0	22.233
contig-100_240.1	23.701
contig-100_240.2	24.186
contig-100_240.3	23.560
contig-100_240.4	24.929
contig-100_241.0	25.564
contig-100_241.1	25.008
contig-100_241.2	24.366
contig-100_241.3	27.401
contig-100_241.4	25.215
contig-100_242.0	303.732
contig-100_242.1	303.277
contig-100_242.2	303.198
contig-100_242.3	301.665
contig-100_242.4	301.771
contig-100_243.0	305.533
contig-100_243.1	295.453
contig-100_243.2	304.172
contig-100_243.3	298.438
contig-100_243.4	301.472
contig-100_244.0	28.452
contig-100_244.1	28.217
contig-100_244.2	28.451
contig-100_244.3	27.566
contig-100_244.4	27.789
contig-100_245.0	7.318
contig-100_245.1	7.548
contig-100_245.2	6.894
contig-100_245.3	7.609
contig-100_245.4	7.453
contig-100_246.0	130.155
contig-100_246.1	133.072
contig-100_246.2	135.083
contig-100_246.3	129.875
contig-100_246.4	133.660
contig-100_247.0	7.039
contig-100_247.1	6.536
contig-100_247.2	7.767
contig-100_247.3	7.553
contig-100_247.4	7.632
contig-100_248.0	105.153
contig-100_248.1	107.387
contig-100_248.2	107.245
contig-100_248.3	104.307
contig-100_248.4	104.927
contig-100_249.0	170.700
contig-100_249.1	167.425
contig-100_249.2	163.838
contig-100_249.3	164.558
contig-100_249.4	167.811
contig-100_250.0	97.386
contig-100_250.1	99.101
contig-100_250.2	98.256
contig-100_250.3	101.810
contig-100_250.4	94.936
contig-100_251.0	131.316
contig-100_251.1	128.520
contig-100_251.2	131.936
contig-100_251.3	130.163
contig-100_251.4	130.020
contig-100_252.0	132.416
contig-100_252.1	128.169
contig-100_252.2	130.256
contig-100_252.3	132.547
contig-100_252.4	128.335
contig-100_253.0	9.260
contig-100_253.1	9.873
contig-100_253.2	10.619
contig-100_253.3	10.232
contig-100_253.4	10.477
contig-100_254.0	176.298
contig-100_254.1	172.470
contig-100_254.2	169.208
contig-100_254.3	179.353
contig-100_254.4	167.895
contig-100_255.0	127.803
contig-100_255.1	125.171
contig-100_255.2	133.116
contig-100_255.3	129.496
contig-100_255.4	169.843
contig-100_256.0	16.634
contig-100_256.1	16.419
contig-100_256.2	15.918
contig-100_256.3	15.480
contig-100_256.4	16.869
contig-100_257.0	10.219
contig-100_257.1	9.026
contig-100_257.2	9.880
contig-100_257.3	9.452
contig-100_257.4	8.869
contig-100_258.0	11.855
contig-100_258.1	11.488
contig-100_258.2	13.105
contig-100_258.3	10.207
contig-100_258.4	11.214
contig-100_259.0	295.240
contig-100_259.1	304.131
contig-100_259.2	310.847
contig-100_259.3	305.774
contig-100_259.4	298.022
contig-100_260.0	23.792
contig-100_260.1	24.033
contig-100_260.2	23.487
contig-100_260.3	22.641
contig-100_260.4	23.947
contig-100_261.0	21.062
contig-100_261.1	23.603
contig-100_261.2	24.726
contig-100_261.3	24.683
contig-100_262.0	126.899
contig-100_262.1	135.298
contig-100_262.2	128.096
contig-100_262.3	129.778
contig-100_263.0	128.838
contig-100_263.1	130.310
contig-100_263.2	131.547
contig-100_263.3	131.465
contig-100_264.0	11.474
contig-100_264.1	11.580
contig-100_264.2	10.571
contig-100_264.3	11.780
contig-100_265.0	130.385
contig-100_265.1	128.967
contig-100_265.2	128.957
contig-100_265.3	130.123
contig-100_266.0	22.815
contig-100_266.1	22.907
contig-100_266.2	24.154
contig-100_266.3	23.523
contig-100_267.0	103.701
contig-100_267.1	107.361
contig-100_267.2	107.768
contig-100_267.3	105.596
contig-100_268.0	16.436
contig-100_268.1	16.477
contig-100_268.2	17.082
contig-100_268.3	17.536
contig-100_269.0	80.808
contig-100_269.1	82.137
contig-100_269.2	82.637
contig-100_269.3	82.691
contig-100_270.0	8.495
contig-100_270.1	6.890
contig-100_270.2	6.889
contig-100_270.3	7.029
contig-100_271.0	128.434
contig-100_271.1	126.529
contig-100_271.2	133.479
contig-100_271.3	127.820
contig-100_272.0	23.441
contig-100_272.1	26.619
contig-100_272.2	27.508
contig-100_272.3	24.460
contig-100_273.0	133.967
contig-100_273.1	124.388
contig-100_273.2	128.270
contig-100_273.3	131.652
contig-100_274.0	129.898
contig-100_274.1	129.930
contig-100_274.2	130.748
contig-100_274.3	130.314
contig-100_275.0	10.991
contig-100_275.1	9.882
contig-100_275.2	9.933
contig-100_275.3	9.314
contig-100_276.0	9.835
contig-100_276.1	9.464
contig-100_276.2	9.386
contig-100_276.3	10.033
contig-100_277.0	23.444
contig-100_277.1	21.094
contig-100_277.2	22.816
contig-100_277.3	22.923
contig-100_278.0	8.986
contig-100_278.1	9.289
contig-100_278.2	10.631
contig-100_278.3	9.850
contig-100_279.0	107.566
contig-100_279.1	105.523
contig-100_279.2	112.149
contig-100_279.3	106.351
contig-100_280.0	166.373
contig-100_280.1	169.203
contig-100_280.2	165.141
contig-100_280.3	168.283
contig-100_281.0	24.446
contig-100_281.1	24.700
contig-100_281.2	23.870
contig-100_281.3	22.597
contig-100_282.0	309.444
contig-100_282.1	305.980
contig-100_282.2	300.721
contig-100_282.3	305.099
contig-100_283.0	133.407
contig-100_283.1	132.981
contig-100_283.2	134.310
contig-100_283.3	137.026
contig-100_284.0	9.093
contig-100_284.1	10.716
contig-100_284.2	9.953
contig-100_284.3	9.500
contig-100_285.0	11.922
contig-100_285.1	11.290
contig-100_285.2	13.645
contig-100_285.3	11.734
contig-100_286.0	9.694
contig-100_286.1	10.235
contig-100_286.2	8.504
contig-100_286.3	9.124
contig-100_287.0	105.004
contig-100_287.1	110.276
contig-100_287.2	107.195
contig-100_287.3	106.759
contig-100_288.0	6.907
contig-100_288.1	7.461
contig-100_288.2	6.412
contig-100_288.3	7.291
contig-100_289.0	305.704
contig-100_289.1	296.817
contig-100_289.2	306.522
contig-100_289.3	304.924
contig-100_290.0	66.590
contig-100_290.1	66.695
contig-100_290.2	64.485
contig-100_290.3	64.952
contig-100_291.0	127.329
contig-100_291.1	128.133
contig-100_291.2	130.218
contig-100_291.3	132.474
contig-100_292.0	65.076
contig-100_292.1	64.753
contig-100_292.2	64.891
contig-100_292.3	64.805
contig-100_293.0	298.727
contig-100_293.1	308.600
contig-100_293.2	307.802
contig-100_293.3	305.824
contig-100_294.0	64.385
contig-100_294.1	66.344
contig-100_294.2	69.281
contig-100_294.3	66.233
contig-100_295.0	64.350
contig-100_295.1	67.969
contig-100_295.2	66.000
contig-100_295.3	65.338
contig-100_296.0	12.718
contig-100_296.1	11.456
contig-100_296.2	11.396
contig-100_296.3	10.930
contig-100_297.0	106.337
contig-100_297.1	107.523
contig-100_297.2	106.155
contig-100_297.3	104.908
contig-100_298.0	7.671
contig-100_298.1	6.682
contig-100_298.2	6.685
contig-100_298.3	7.853
contig-100_299.0	134.134
contig-100_299.1	131.477
contig-100_299.2	135.716
contig-100_299.3	132.889
contig-100_300.0	8.291
contig-100_300.1	9.501
contig-100_300.2	9.329
contig-100_300.3	8.859
contig-100_301.0	131.766
contig-100_301.1	128.395
contig-100_301.2	129.884
contig-100_301.3	128.336
contig-100_302.0	133.252
contig-100_302.1	129.176
contig-100_302.2	133.914
contig-100_302.3	126.508
contig-100_303.0	9.028
contig-100_303.1	9.716
contig-100_303.2	10.688
contig-100_303.3	8.765
contig-100_304.0	18.705
contig-100_304.1	18.114
contig-100_304.2	16.966
contig-100_304.3	19.641
contig-100_305.0	24.761
contig-100_305.1	23.088
contig-100_305.2	23.310
contig-100_305.3	24.416
contig-100_306.0	169.701
contig-100_306.1	166.295
contig-100_306.2	171.057
contig-100_306.3	164.659
contig-100_307.0	23.314
contig-100_307.1	23.814
contig-100_307.2	22.426
contig-100_307.3	21.554
contig-100_308.0	132.661
contig-100_308.1	127.281
contig-100_308.2	132.983
contig-100_308.3	129.315
contig-100_309.0	11.278
contig-100_309.1	10.992
contig-100_309.2	11.799
contig-100_309.3	12.670
contig-100_310.0	167.126
contig-100_310.1	171.329
contig-100_310.2	169.362
contig-100_310.3	251.346
contig-100_311.0	161.789
contig-100_311.1	169.201
contig-100_311.2	166.773
contig-100_311.3	160.457
contig-100_312.0	14.673
contig-100_312.1	15.706
contig-100_312.2	16.916
contig-100_312.3	17.290
contig-100_313.0	19.086
contig-100_313.1	18.053
contig-100_313.2	19.191
contig-100_313.3	19.619
contig-100_314.0	301.259
contig-100_314.1	304.380
contig-100_314.2	306.837
contig-100_314.3	304.456
contig-100_315.0	299.894
contig-100_315.1	304.061
contig-100_315.2	307.324
contig-100_315.3	304.894
contig-100_316.0	9.289
contig-100_316.1	9.917
contig-100_316.2	8.565
contig-100_316.3	9.513
contig-100_317.0	306.735
contig-100_317.1	304.228
contig-100_317.2	306.443
contig-100_317.3	305.477
contig-100_318.0	7.635
contig-100_318.1	7.481
contig-100_318.2	7.126
contig-100_318.3	7.892
contig-100_319.0	9.472
contig-100_319.1	9.672
contig-100_319.2	9.593
contig-100_319.3	9.339
contig-100_320.0	68.043
contig-100_320.1	65.263
contig-100_320.2	66.983
contig-100_320.3	69.281
contig-100_321.0	104.749
contig-100_321.1	105.996
contig-100_321.2	109.626
contig-100_321.3	104.367
contig-100_322.0	129.580
contig-100_322.1	130.397
contig-100_322.2	132.960
contig-100_322.3	127.074
contig-100_323.0	8.847
contig-100_323.1	9.767
contig-100_323.2	8.968
contig-100_323.3	8.521
contig-100_324.0	8.883
contig-100_324.1	9.732
contig-100_324.2	9.269
contig-100_324.3	9.011
contig-100_325.0	23.559
contig-100_325.1	23.026
contig-100_325.2	23.578
contig-100_325.3	24.013
contig-100_326.0	10.756
contig-100_326.1	10.340
contig-100_326.2	9.504
contig-100_326.3	9.963
contig-100_327.0	163.048
contig-100_327.1	173.595
contig-100_327.2	170.136
contig-100_327.3	170.800
contig-100_328.0	9.061
contig-100_328.1	9.598
contig-100_328.2	9.745
contig-100_328.3	9.144
contig-100_329.0	23.678
contig-100_329.1	26.526
contig-100_329.2	25.848
contig-100_329.3	25.713
contig-100_330.0	104.211
contig-100_330.1	108.028
contig-100_330.2	104.034
contig-100_330.3	105.377
contig-100_331.0	7.958
contig-100_331.1	7.967
contig-100_331.2	7.811
contig-100_331.3	7.457
contig-100_332.0	168.451
contig-100_332.1	166.402
contig-100_332.2	169.234
contig-100_332.3	171.867
contig-100_333.0	9.689
contig-100_333.1	8.614
contig-100_333.2	9.006
contig-100_333.3	9.523
contig-100_334.0	22.016
contig-100_334.1	22.868
contig-100_334.2	23.988
contig-100_334.3	23.514
contig-100_335.0	26.587
contig-100_335.1	27.190
contig-100_335.2	24.455
contig-100_335.3	26.357
contig-100_336.0	130.460
contig-100_336.1	129.058
contig-100_336.2	131.737
contig-100_336.3	128.051
contig-100_337.0	303.902
contig-100_337.1	296.814
contig-100_337.2	303.611
contig-100_337.3	299.493
contig-100_338.0	107.433
contig-100_338.1	105.946
contig-100_338.2	107.960
contig-100_338.3	104.582
contig-100_339.0	16.458
contig-100_339.1	17.399
contig-100_339.2	16.539
contig-100_339.3	18.250
contig-100_340.0	128.394
contig-100_340.1	129.812
contig-100_340.2	129.864
contig-100_340.3	131.256
contig-100_341.0	164.543
contig-100_341.1	171.152
contig-100_341.2	168.033
contig-100_341.3	165.008
contig-100_342.0	127.386
contig-100_342.1	128.127
contig-100_342.2	130.139
contig-100_342.3	132.016
contig-100_343.0	170.915
contig-100_343.1	165.965
contig-100_343.2	167.165
contig-100_344.0	126.831
contig-100_344.1	130.295
contig-100_344.2	127.091
contig-100_345.0	17.776
contig-100_345.1	16.174
contig-100_345.2	16.318
contig-100_346.0	17.174
contig-100_346.1	18.021
contig-100_346.2	17.787
contig-100_347.0	77.449
contig-100_347.1	76.844
contig-100_347.2	81.853
contig-100_348.0	9.553
contig-100_348.1	9.973
contig-100_348.2	9.235
contig-100_349.0	170.243
contig-100_349.1	169.925
contig-100_349.2	166.192
contig-100_350.0	9.184
contig-100_350.1	10.252
contig-100_350.2	9.665
contig-100_351.0	159.409
contig-100_351.1	161.215
contig-100_351.2	158.117
contig-100_352.0	130.866
contig-100_352.1	132.158
contig-100_352.2	129.171
contig-100_353.0	12.455
contig-100_353.1	12.983
contig-100_353.2	11.529
contig-100_354.0	103.365
contig-100_354.1	110.251
contig-100_354.2	107.308
contig-100_355.0	126.149
contig-100_355.1	132.190
contig-100_355.2	125.923
contig-100_356.0	64.153
contig-100_356.1	67.752
contig-100_356.2	65.981
contig-100_357.0	9.386
contig-100_357.1	10.483
contig-100_357.2	9.449
contig-100_358.0	108.731
contig-100_358.1	104.689
contig-100_358.2	103.454
contig-100_359.0	166.977
contig-100_359.1	168.409
contig-100_359.2	171.905
contig-100_360.0	126.957
contig-100_360.1	132.513
contig-100_360.2	129.710
contig-100_361.0	165.312
contig-100_361.1	168.818
contig-100_361.2	167.312
contig-100_362.0	236.191
contig-100_362.1	251.215
contig-100_362.2	244.198
contig-100_363.0	164.671
contig-100_363.1	168.508
contig-100_363.2	169.052
contig-100_364.0	111.093
contig-100_364.1	109.512
contig-100_364.2	105.244
contig-100_365.0	301.139
contig-100_365.1	302.965
contig-100_365.2	303.290
contig-100_366.0	30.584
contig-100_366.1	29.019
contig-100_366.2	28.936
contig-100_367.0	9.054
contig-100_367.1	8.696
contig-100_367.2	10.062
contig-100_368.0	6.726
contig-100_368.1	7.006
contig-100_368.2	6.936
contig-100_369.0	23.465
contig-100_369.1	23.565
contig-100_369.2	24.477
contig-100_370.0	106.169
contig-100_370.1	104.029
contig-100_370.2	108.095
contig-100_371.0	304.182
contig-100_371.1	301.816
contig-100_371.2	298.109
contig-100_372.0	15.746
contig-100_372.1	16.294
contig-100_372.2	16.132
contig-100_373.0	162.144
contig-100_373.1	170.451
contig-100_373.2	167.370
contig-100_374.0	304.492
contig-100_374.1	304.124
contig-100_374.2	303.213
contig-100_375.0	9.018
contig-100_375.1	9.287
contig-100_375.2	8.540
contig-100_376.0	166.364
contig-100_376.1	172.026
contig-100_376.2	170.423
contig-100_377.0	18.788
contig-100_377.1	18.589
contig-100_377.2	17.215
contig-100_378.0	66.372
contig-100_378.1	68.526
contig-100_378.2	65.339
contig-100_379.0	9.850
contig-100_379.1	8.423
contig-100_379.2	8.708
contig-100_380.0	308.725
contig-100_380.1	302.746
contig-100_380.2	307.799
contig-100_381.0	166.184
contig-100_381.1	162.968
contig-100_381.2	166.962
contig-100_382.0	22.566
contig-100_382.1	22.832
contig-100_382.2	25.188
contig-100_383.0	26.000
contig-100_383.1	25.663
contig-100_383.2	26.359
contig-100_384.0	7.418
contig-100_384.1	7.482
contig-100_384.2	6.447
contig-100_385.0	8.856
contig-100_385.1	10.122
contig-100_385.2	9.429
contig-100_386.0	166.432
contig-100_386.1	165.027
contig-100_386.2	166.371
contig-100_387.0	7.438
contig-100_387.1	8.010
contig-100_387.2	6.990
contig-100_388.0	130.934
contig-100_388.1	127.657
contig-100_388.2	130.414
contig-100_389.0	7.097
contig-100_389.1	8.128
contig-100_389.2	7.104
contig-100_390.0	8.607
contig-100_390.1	9.883
contig-100_390.2	9.588
contig-100_391.0	8.283
contig-100_391.1	9.072
contig-100_391.2	9.656
contig-100_392.0	304.388
contig-100_392.1	310.505
contig-100_392.2	302.923
contig-100_393.0	7.076
contig-100_393.1	7.825
contig-100_393.2	7.811
contig-100_394.0	105.710
contig-100_394.1	110.843
contig-100_394.2	105.571
contig-100_395.0	7.683
contig-100_395.1	6.721
contig-100_395.2	6.690
contig-100_396.0	23.250
contig-100_396.1	23.688
contig-100_396.2	23.800
contig-100_397.0	104.328
contig-100_397.1	109.130
contig-100_397.2	106.012
contig-100_398.0	7.656
contig-100_398.1	6.290
contig-100_398.2	7.837
contig-100_399.0	23.787
contig-100_399.1	22.974
contig-100_399.2	24.688
contig-100_400.0	9.056
contig-100_400.1	9.363
contig-100_400.2	8.626
contig-100_401.0	9.382
contig-100_401.1	10.400
contig-100_401.2	8.604
contig-100_402.0	9.097
contig-100_402.1	9.944
contig-100_402.2	9.173
contig-100_403.0	300.449
contig-100_403.1	307.370
contig-100_403.2	299.423
contig-100_404.0	12.218
contig-100_404.1	14.029
contig-100_404.2	10.883
contig-100_405.0	298.666
contig-100_405.1	306.543
contig-100_405.2	305.681
contig-100_406.0	107.517
contig-100_406.1	103.850
contig-100_406.2	105.053
contig-100_407.0	22.373
contig-100_407.1	22.553
contig-100_407.2	22.609
contig-100_408.0	23.133
contig-100_408.1	22.276
contig-100_408.2	23.985
contig-100_409.0	65.452
contig-100_409.1	65.722
contig-100_409.2	63.762
contig-100_410.0	127.675
contig-100_410.1	129.451
contig-100_410.2	127.293
contig-100_411.0	17.775
contig-100_411.1	20.640
contig-100_411.2	19.732
contig-100_412.0	8.861
contig-100_412.1	10.245
contig-100_412.2	9.179
contig-100_413.0	299.582
contig-100_413.1	306.642
contig-100_413.2	307.475
contig-100_414.0	17.018
contig-100_414.1	17.212
contig-100_414.2	17.659
contig-100_415.0	297.378
contig-100_415.1	296.900
contig-100_415.2	299.399
contig-100_416.0	177.238
contig-100_416.1	168.263
contig-100_416.2	168.418
contig-100_417.0	7.053
contig-100_417.1	6.335
contig-100_417.2	7.427
contig-100_418.0	106.821
contig-100_418.1	104.593
