contig	cov_mean_sample_metaspades_perc100_sorted
NODE_34994_length_422_cov_1.190736.0	1.773
NODE_34995_length_422_cov_1.168937.0	1.777
NODE_34996_length_422_cov_1.160763.0	1.775
NODE_34997_length_422_cov_1.155313.0	1.723
NODE_34998_length_422_cov_1.152589.0	1.725
NODE_34999_length_422_cov_1.144414.0	1.775
NODE_35000_length_422_cov_1.141689.0	1.775
NODE_35001_length_422_cov_1.068120.0	1.775
NODE_35002_length_422_cov_1.062670.0	1.185
NODE_35003_length_422_cov_1.059946.0	1.182
NODE_35004_length_422_cov_1.040872.0	1.166
NODE_35005_length_422_cov_1.032698.0	1.185
NODE_35006_length_422_cov_1.024523.0	1.185
NODE_35007_length_422_cov_1.008174.0	1.185
NODE_35008_length_422_cov_1.000000.0	1.178
NODE_35009_length_422_cov_0.980926.0	1.185
NODE_35010_length_422_cov_0.972752.0	1.185
NODE_35011_length_422_cov_0.967302.0	1.185
NODE_35012_length_422_cov_0.964578.0	1.185
NODE_35013_length_422_cov_0.945504.0	1.182
NODE_35014_length_422_cov_0.945504.0	1.185
NODE_35015_length_422_cov_0.934605.0	1.180
NODE_35016_length_422_cov_0.931880.0	1.161
NODE_35017_length_422_cov_0.929155.0	1.178
NODE_35018_length_422_cov_0.923706.0	1.185
NODE_35019_length_421_cov_12.054645.0	11.021
NODE_35020_length_421_cov_3.576503.0	4.157
NODE_35021_length_421_cov_3.524590.0	4.154
NODE_35022_length_421_cov_3.267760.0	4.147
NODE_35023_length_421_cov_2.614754.0	3.508
NODE_35024_length_421_cov_2.562842.0	2.960
NODE_35025_length_421_cov_2.562842.0	2.964
NODE_35026_length_421_cov_2.519126.0	2.962
NODE_35027_length_421_cov_2.508197.0	2.967
NODE_35028_length_421_cov_2.502732.0	2.964
NODE_35029_length_421_cov_2.500000.0	2.945
NODE_35030_length_421_cov_2.423497.0	2.952
NODE_35031_length_421_cov_2.385246.0	2.960
NODE_35032_length_421_cov_2.330601.0	2.368
NODE_35033_length_421_cov_2.303279.0	2.373
NODE_35034_length_421_cov_2.270492.0	2.969
NODE_35035_length_421_cov_2.213115.0	2.924
NODE_35036_length_421_cov_2.199454.0	2.955
NODE_35037_length_421_cov_2.131148.0	2.375
NODE_35038_length_421_cov_2.068306.0	2.375
NODE_35039_length_421_cov_2.060109.0	2.952
NODE_35040_length_421_cov_2.051913.0	2.363
NODE_35041_length_421_cov_2.032787.0	2.373
NODE_35042_length_421_cov_2.021858.0	2.356
NODE_35043_length_421_cov_2.005464.0	2.373
NODE_35044_length_421_cov_1.978142.0	2.363
NODE_35045_length_421_cov_1.797814.0	2.371
NODE_35046_length_421_cov_1.759563.0	2.368
NODE_35047_length_421_cov_1.756831.0	2.371
NODE_35048_length_421_cov_1.721311.0	2.373
NODE_35049_length_421_cov_1.713115.0	2.368
NODE_35050_length_421_cov_1.672131.0	2.373
NODE_35051_length_421_cov_1.666667.0	2.363
NODE_35052_length_421_cov_1.606557.0	2.373
NODE_35053_length_421_cov_1.606557.0	2.375
NODE_35054_length_421_cov_1.603825.0	1.781
NODE_35055_length_421_cov_1.595628.0	2.352
NODE_35056_length_421_cov_1.546448.0	2.375
NODE_35057_length_421_cov_1.521858.0	1.781
NODE_35058_length_421_cov_1.519126.0	2.363
NODE_35059_length_421_cov_1.519126.0	1.774
NODE_35060_length_421_cov_1.502732.0	1.777
NODE_35061_length_421_cov_1.483607.0	1.758
NODE_35062_length_421_cov_1.472678.0	1.178
NODE_35063_length_421_cov_1.437158.0	1.777
NODE_35064_length_421_cov_1.390710.0	1.762
NODE_35065_length_421_cov_1.336066.0	1.781
NODE_35066_length_421_cov_1.333333.0	2.371
NODE_35067_length_421_cov_1.330601.0	1.777
NODE_35068_length_421_cov_1.270492.0	1.781
NODE_35069_length_421_cov_1.265027.0	1.781
NODE_35070_length_421_cov_1.265027.0	1.774
NODE_35071_length_421_cov_1.251366.0	1.781
NODE_35072_length_421_cov_1.232240.0	1.781
NODE_35073_length_421_cov_1.221311.0	1.779
NODE_35074_length_421_cov_1.213115.0	0.563
NODE_35075_length_421_cov_1.161202.0	1.717
NODE_35076_length_421_cov_1.161202.0	1.748
NODE_35077_length_421_cov_1.150273.0	1.772
NODE_35078_length_421_cov_1.112022.0	1.188
NODE_35079_length_421_cov_1.106557.0	1.777
NODE_35080_length_421_cov_1.065574.0	1.188
NODE_35081_length_421_cov_1.065574.0	1.188
NODE_35082_length_421_cov_1.065574.0	1.188
NODE_35083_length_421_cov_1.065574.0	1.188
NODE_35084_length_421_cov_1.065574.0	1.188
NODE_35085_length_421_cov_1.062842.0	1.185
NODE_35086_length_421_cov_1.060109.0	1.183
NODE_35087_length_421_cov_1.054645.0	1.178
NODE_35088_length_421_cov_1.051913.0	1.753
NODE_35089_length_421_cov_1.051913.0	1.779
NODE_35090_length_421_cov_1.000000.0	1.181
NODE_35091_length_421_cov_0.997268.0	1.185
NODE_35092_length_421_cov_0.994536.0	1.185
NODE_35093_length_421_cov_0.991803.0	1.185
NODE_35094_length_421_cov_0.986339.0	1.185
NODE_35095_length_421_cov_0.986339.0	1.181
NODE_35096_length_421_cov_0.945355.0	1.185
NODE_35097_length_421_cov_0.939891.0	0.594
NODE_35098_length_421_cov_0.939891.0	1.181
NODE_35099_length_420_cov_3.457534.0	4.157
NODE_35100_length_420_cov_3.112329.0	3.569
NODE_35101_length_420_cov_3.109589.0	3.552
NODE_35102_length_420_cov_2.991781.0	3.557
NODE_35103_length_420_cov_2.947945.0	3.517
NODE_35104_length_420_cov_2.769863.0	3.569
NODE_35105_length_420_cov_2.720548.0	2.374
NODE_35106_length_420_cov_2.600000.0	2.971
NODE_35107_length_420_cov_2.578082.0	2.974
NODE_35108_length_420_cov_2.531507.0	2.971
NODE_35109_length_420_cov_2.526027.0	2.974
NODE_35110_length_420_cov_2.487671.0	2.964
NODE_35111_length_420_cov_2.457534.0	2.931
NODE_35112_length_420_cov_2.452055.0	2.976
NODE_35113_length_420_cov_2.438356.0	2.969
NODE_35114_length_420_cov_2.427397.0	2.912
NODE_35115_length_420_cov_2.416438.0	2.974
NODE_35116_length_420_cov_2.361644.0	2.976
NODE_35117_length_420_cov_2.334247.0	2.962
NODE_35118_length_420_cov_2.197260.0	2.974
NODE_35119_length_420_cov_2.180822.0	2.955
NODE_35120_length_420_cov_2.117808.0	2.379
NODE_35121_length_420_cov_2.076712.0	2.369
NODE_35122_length_420_cov_2.030137.0	2.376
NODE_35123_length_420_cov_2.027397.0	2.376
NODE_35124_length_420_cov_2.000000.0	1.755
NODE_35125_length_420_cov_1.997260.0	2.376
NODE_35126_length_420_cov_1.991781.0	2.374
NODE_35127_length_420_cov_1.969863.0	2.379
NODE_35128_length_420_cov_1.958904.0	2.971
NODE_35129_length_420_cov_1.923288.0	2.345
NODE_35130_length_420_cov_1.898630.0	2.369
NODE_35131_length_420_cov_1.895890.0	2.369
NODE_35132_length_420_cov_1.882192.0	2.371
NODE_35133_length_420_cov_1.841096.0	2.938
NODE_35134_length_420_cov_1.797260.0	2.379
NODE_35135_length_420_cov_1.786301.0	2.376
NODE_35136_length_420_cov_1.761644.0	2.367
NODE_35137_length_420_cov_1.750685.0	1.783
NODE_35138_length_420_cov_1.736986.0	2.360
NODE_35139_length_420_cov_1.712329.0	2.381
NODE_35140_length_420_cov_1.619178.0	1.781
NODE_35141_length_420_cov_1.613699.0	2.371
NODE_35142_length_420_cov_1.605479.0	2.324
NODE_35143_length_420_cov_1.531507.0	1.786
NODE_35144_length_420_cov_1.531507.0	2.379
NODE_35145_length_420_cov_1.520548.0	1.786
NODE_35146_length_420_cov_1.520548.0	1.779
NODE_35147_length_420_cov_1.506849.0	2.374
NODE_35148_length_420_cov_1.506849.0	1.786
NODE_35149_length_420_cov_1.493151.0	2.367
NODE_35150_length_420_cov_1.493151.0	1.174
NODE_35151_length_420_cov_1.463014.0	2.371
NODE_35152_length_420_cov_1.405479.0	1.771
NODE_35153_length_420_cov_1.386301.0	1.183
NODE_35154_length_420_cov_1.369863.0	1.783
NODE_35155_length_420_cov_1.358904.0	1.786
NODE_35156_length_420_cov_1.345205.0	1.781
NODE_35157_length_420_cov_1.328767.0	1.786
NODE_35158_length_420_cov_1.293151.0	1.190
NODE_35159_length_420_cov_1.293151.0	1.779
NODE_35160_length_420_cov_1.290411.0	1.776
NODE_35161_length_420_cov_1.290411.0	0.593
NODE_35162_length_420_cov_1.287671.0	1.779
NODE_35163_length_420_cov_1.279452.0	1.786
NODE_35164_length_420_cov_1.252055.0	1.781
NODE_35165_length_420_cov_1.221918.0	1.757
NODE_35166_length_420_cov_1.106849.0	1.774
NODE_35167_length_420_cov_1.098630.0	1.774
NODE_35168_length_420_cov_1.068493.0	1.190
NODE_35169_length_420_cov_1.065753.0	1.188
NODE_35170_length_420_cov_1.065753.0	1.188
NODE_35171_length_420_cov_1.065753.0	1.188
NODE_35172_length_420_cov_1.052055.0	1.190
NODE_35173_length_420_cov_1.032877.0	1.186
NODE_35174_length_420_cov_1.030137.0	1.157
NODE_35175_length_420_cov_1.019178.0	1.183
NODE_35176_length_420_cov_1.016438.0	1.190
NODE_35177_length_420_cov_1.016438.0	1.169
NODE_35178_length_420_cov_1.016438.0	1.188
NODE_35179_length_420_cov_0.991781.0	1.190
NODE_35180_length_420_cov_0.989041.0	1.188
NODE_35181_length_420_cov_0.986301.0	1.179
NODE_35182_length_420_cov_0.980822.0	1.148
NODE_35183_length_420_cov_0.975342.0	1.190
NODE_35184_length_420_cov_0.972603.0	1.190
NODE_35185_length_420_cov_0.972603.0	1.190
NODE_35186_length_420_cov_0.969863.0	1.190
NODE_35187_length_420_cov_0.967123.0	1.186
NODE_35188_length_420_cov_0.961644.0	1.190
NODE_35189_length_420_cov_0.950685.0	1.188
NODE_35190_length_420_cov_0.936986.0	1.188
NODE_35191_length_420_cov_0.909589.0	1.124
NODE_35192_length_419_cov_3.618132.0	4.158
NODE_35193_length_419_cov_3.195055.0	4.167
NODE_35194_length_419_cov_3.131868.0	3.578
NODE_35195_length_419_cov_3.131868.0	3.570
NODE_35196_length_419_cov_3.096154.0	3.558
NODE_35197_length_419_cov_3.032967.0	3.496
NODE_35198_length_419_cov_2.741758.0	3.578
NODE_35199_length_419_cov_2.673077.0	2.981
NODE_35200_length_419_cov_2.623626.0	2.979
NODE_35201_length_419_cov_2.508242.0	2.981
NODE_35202_length_419_cov_2.494505.0	2.379
NODE_35203_length_419_cov_2.472527.0	2.981
NODE_35204_length_419_cov_2.376374.0	2.940
NODE_35205_length_419_cov_2.365385.0	2.983
NODE_35206_length_419_cov_2.326923.0	2.976
NODE_35207_length_419_cov_2.304945.0	2.976
NODE_35208_length_419_cov_2.296703.0	2.981
NODE_35209_length_419_cov_2.293956.0	2.962
NODE_35210_length_419_cov_2.137363.0	2.382
NODE_35211_length_419_cov_2.126374.0	2.387
NODE_35212_length_419_cov_2.074176.0	2.387
NODE_35213_length_419_cov_2.063187.0	2.382
NODE_35214_length_419_cov_2.016484.0	2.382
NODE_35215_length_419_cov_2.008242.0	2.379
NODE_35216_length_419_cov_1.975275.0	2.382
NODE_35217_length_419_cov_1.975275.0	2.358
NODE_35218_length_419_cov_1.972527.0	2.377
NODE_35219_length_419_cov_1.956044.0	2.339
NODE_35220_length_419_cov_1.923077.0	2.382
NODE_35221_length_419_cov_1.923077.0	2.339
NODE_35222_length_419_cov_1.914835.0	2.382
NODE_35223_length_419_cov_1.824176.0	2.387
NODE_35224_length_419_cov_1.788462.0	2.348
NODE_35225_length_419_cov_1.785714.0	2.387
NODE_35226_length_419_cov_1.758242.0	2.329
NODE_35227_length_419_cov_1.741758.0	2.387
NODE_35228_length_419_cov_1.733516.0	2.384
NODE_35229_length_419_cov_1.711538.0	2.377
NODE_35230_length_419_cov_1.697802.0	2.379
NODE_35231_length_419_cov_1.695055.0	2.382
NODE_35232_length_419_cov_1.585165.0	1.788
NODE_35233_length_419_cov_1.571429.0	1.778
NODE_35234_length_419_cov_1.543956.0	1.788
NODE_35235_length_419_cov_1.543956.0	1.790
NODE_35236_length_419_cov_1.541209.0	1.785
NODE_35237_length_419_cov_1.489011.0	1.780
NODE_35238_length_419_cov_1.472527.0	1.788
NODE_35239_length_419_cov_1.467033.0	1.783
NODE_35240_length_419_cov_1.464286.0	1.790
NODE_35241_length_419_cov_1.445055.0	2.384
NODE_35242_length_419_cov_1.445055.0	1.790
NODE_35243_length_419_cov_1.442308.0	1.780
NODE_35244_length_419_cov_1.428571.0	2.379
NODE_35245_length_419_cov_1.420330.0	2.382
NODE_35246_length_419_cov_1.412088.0	1.785
NODE_35247_length_419_cov_1.398352.0	1.785
NODE_35248_length_419_cov_1.398352.0	1.780
NODE_35249_length_419_cov_1.395604.0	1.788
NODE_35250_length_419_cov_1.381868.0	1.783
NODE_35251_length_419_cov_1.376374.0	1.790
NODE_35252_length_419_cov_1.354396.0	1.788
NODE_35253_length_419_cov_1.354396.0	1.788
NODE_35254_length_419_cov_1.351648.0	1.788
NODE_35255_length_419_cov_1.351648.0	1.785
NODE_35256_length_419_cov_1.351648.0	1.780
NODE_35257_length_419_cov_1.340659.0	1.790
NODE_35258_length_419_cov_1.329670.0	1.785
NODE_35259_length_419_cov_1.326923.0	1.785
NODE_35260_length_419_cov_1.318681.0	1.785
NODE_35261_length_419_cov_1.318681.0	1.752
NODE_35262_length_419_cov_1.315934.0	1.788
NODE_35263_length_419_cov_1.315934.0	1.790
NODE_35264_length_419_cov_1.304945.0	1.788
NODE_35265_length_419_cov_1.302198.0	1.790
NODE_35266_length_419_cov_1.277473.0	1.768
NODE_35267_length_419_cov_1.241758.0	1.790
NODE_35268_length_419_cov_1.239011.0	1.785
NODE_35269_length_419_cov_1.233516.0	1.785
NODE_35270_length_419_cov_1.222527.0	1.788
NODE_35271_length_419_cov_1.203297.0	1.785
NODE_35272_length_419_cov_1.178571.0	1.783
NODE_35273_length_419_cov_1.175824.0	1.788
NODE_35274_length_419_cov_1.148352.0	1.788
NODE_35275_length_419_cov_1.134615.0	1.788
NODE_35276_length_419_cov_1.098901.0	0.642
NODE_35277_length_419_cov_1.098901.0	1.790
NODE_35278_length_419_cov_1.087912.0	1.790
NODE_35279_length_419_cov_1.071429.0	1.193
NODE_35280_length_419_cov_1.071429.0	1.193
NODE_35281_length_419_cov_1.071429.0	1.193
NODE_35282_length_419_cov_1.065934.0	1.189
NODE_35283_length_419_cov_1.063187.0	1.186
NODE_35284_length_419_cov_1.063187.0	1.186
NODE_35285_length_419_cov_1.063187.0	1.191
NODE_35286_length_419_cov_1.060440.0	1.184
NODE_35287_length_419_cov_1.054945.0	1.191
NODE_35288_length_419_cov_1.054945.0	1.186
NODE_35289_length_419_cov_1.049451.0	1.761
NODE_35290_length_419_cov_1.027473.0	1.191
NODE_35291_length_419_cov_1.019231.0	1.189
NODE_35292_length_419_cov_1.008242.0	1.191
NODE_35293_length_419_cov_1.008242.0	1.191
NODE_35294_length_419_cov_0.994505.0	1.193
NODE_35295_length_419_cov_0.994505.0	1.186
NODE_35296_length_419_cov_0.978022.0	1.189
NODE_35297_length_419_cov_0.978022.0	1.186
NODE_35298_length_419_cov_0.967033.0	1.189
NODE_35299_length_419_cov_0.967033.0	1.193
NODE_35300_length_419_cov_0.964286.0	1.169
NODE_35301_length_419_cov_0.961538.0	1.193
NODE_35302_length_419_cov_0.956044.0	1.193
NODE_35303_length_419_cov_0.945055.0	0.597
NODE_35304_length_419_cov_0.939560.0	1.189
NODE_35305_length_419_cov_0.934066.0	1.191
NODE_35306_length_418_cov_2.961433.0	3.579
NODE_35307_length_418_cov_2.900826.0	3.569
NODE_35308_length_418_cov_2.804408.0	3.581
NODE_35309_length_418_cov_2.763085.0	3.589
NODE_35310_length_418_cov_2.622590.0	2.990
NODE_35311_length_418_cov_2.537190.0	2.392
NODE_35312_length_418_cov_2.517906.0	2.983
NODE_35313_length_418_cov_2.424242.0	2.988
NODE_35314_length_418_cov_2.391185.0	2.990
NODE_35315_length_418_cov_2.382920.0	2.955
NODE_35316_length_418_cov_2.374656.0	2.988
NODE_35317_length_418_cov_2.316804.0	2.983
NODE_35318_length_418_cov_2.308540.0	2.990
NODE_35319_length_418_cov_2.209366.0	2.986
NODE_35320_length_418_cov_2.146006.0	2.969
NODE_35321_length_418_cov_2.110193.0	2.392
NODE_35322_length_418_cov_2.101928.0	2.390
NODE_35323_length_418_cov_2.088154.0	2.390
NODE_35324_length_418_cov_2.085399.0	2.390
NODE_35325_length_418_cov_2.024793.0	2.318
NODE_35326_length_418_cov_2.016529.0	2.390
NODE_35327_length_418_cov_2.013774.0	2.376
NODE_35328_length_418_cov_2.000000.0	2.378
NODE_35329_length_418_cov_1.991736.0	2.388
NODE_35330_length_418_cov_1.988981.0	2.392
NODE_35331_length_418_cov_1.977961.0	2.376
NODE_35332_length_418_cov_1.977961.0	2.392
NODE_35333_length_418_cov_1.925620.0	2.383
NODE_35334_length_418_cov_1.914601.0	2.380
NODE_35335_length_418_cov_1.898072.0	2.390
NODE_35336_length_418_cov_1.898072.0	2.392
NODE_35337_length_418_cov_1.873278.0	2.361
NODE_35338_length_418_cov_1.870523.0	2.385
NODE_35339_length_418_cov_1.804408.0	2.392
NODE_35340_length_418_cov_1.721763.0	2.976
NODE_35341_length_418_cov_1.691460.0	2.380
NODE_35342_length_418_cov_1.691460.0	2.364
NODE_35343_length_418_cov_1.666667.0	2.392
NODE_35344_length_418_cov_1.650138.0	2.390
NODE_35345_length_418_cov_1.606061.0	2.392
NODE_35346_length_418_cov_1.556474.0	1.794
NODE_35347_length_418_cov_1.553719.0	2.390
NODE_35348_length_418_cov_1.550964.0	2.335
NODE_35349_length_418_cov_1.545455.0	1.794
NODE_35350_length_418_cov_1.534435.0	1.792
NODE_35351_length_418_cov_1.531680.0	1.792
NODE_35352_length_418_cov_1.526171.0	1.792
NODE_35353_length_418_cov_1.515152.0	1.794
NODE_35354_length_418_cov_1.515152.0	1.794
NODE_35355_length_418_cov_1.495868.0	1.794
NODE_35356_length_418_cov_1.479339.0	1.792
NODE_35357_length_418_cov_1.451791.0	1.782
NODE_35358_length_418_cov_1.426997.0	1.789
NODE_35359_length_418_cov_1.415978.0	1.794
NODE_35360_length_418_cov_1.413223.0	1.778
NODE_35361_length_418_cov_1.410468.0	2.392
NODE_35362_length_418_cov_1.407713.0	1.789
NODE_35363_length_418_cov_1.399449.0	1.789
NODE_35364_length_418_cov_1.396694.0	0.598
NODE_35365_length_418_cov_1.352617.0	1.789
NODE_35366_length_418_cov_1.314050.0	1.780
NODE_35367_length_418_cov_1.300275.0	1.792
NODE_35368_length_418_cov_1.247934.0	1.789
NODE_35369_length_418_cov_1.159780.0	1.789
NODE_35370_length_418_cov_1.137741.0	1.794
NODE_35371_length_418_cov_1.126722.0	1.785
NODE_35372_length_418_cov_1.126722.0	1.792
NODE_35373_length_418_cov_1.118457.0	1.792
NODE_35374_length_418_cov_1.104683.0	1.794
NODE_35375_length_418_cov_1.074380.0	1.196
NODE_35376_length_418_cov_1.074380.0	1.196
NODE_35377_length_418_cov_1.074380.0	1.196
NODE_35378_length_418_cov_1.071625.0	1.194
NODE_35379_length_418_cov_1.066116.0	1.189
NODE_35380_length_418_cov_1.060606.0	1.792
NODE_35381_length_418_cov_1.060606.0	1.189
NODE_35382_length_418_cov_1.019284.0	1.187
NODE_35383_length_418_cov_1.019284.0	1.191
NODE_35384_length_418_cov_1.016529.0	1.196
NODE_35385_length_418_cov_1.011019.0	1.194
NODE_35386_length_418_cov_0.988981.0	1.196
NODE_35387_length_418_cov_0.983471.0	1.194
NODE_35388_length_418_cov_0.980716.0	1.196
NODE_35389_length_418_cov_0.975207.0	1.148
NODE_35390_length_418_cov_0.939394.0	1.177
NODE_35391_length_418_cov_0.931129.0	1.196
NODE_35392_length_418_cov_0.925620.0	1.196
NODE_35393_length_417_cov_5.080110.0	5.988
NODE_35394_length_417_cov_3.110497.0	3.585
NODE_35395_length_417_cov_3.088398.0	2.966
NODE_35396_length_417_cov_2.922652.0	3.590
NODE_35397_length_417_cov_2.881215.0	3.571
NODE_35398_length_417_cov_2.839779.0	3.585
NODE_35399_length_417_cov_2.696133.0	3.597
NODE_35400_length_417_cov_2.682320.0	2.396
NODE_35401_length_417_cov_2.682320.0	2.995
NODE_35402_length_417_cov_2.497238.0	3.530
NODE_35403_length_417_cov_2.433702.0	2.957
NODE_35404_length_417_cov_2.411602.0	2.988
NODE_35405_length_417_cov_2.386740.0	2.993
NODE_35406_length_417_cov_2.381215.0	2.959
NODE_35407_length_417_cov_2.298343.0	2.950
NODE_35408_length_417_cov_2.132597.0	2.398
NODE_35409_length_417_cov_2.104972.0	2.396
NODE_35410_length_417_cov_2.096685.0	2.391
NODE_35411_length_417_cov_2.096685.0	2.393
NODE_35412_length_417_cov_2.071823.0	2.374
NODE_35413_length_417_cov_2.066298.0	2.393
NODE_35414_length_417_cov_2.052486.0	2.398
NODE_35415_length_417_cov_2.027624.0	2.391
NODE_35416_length_417_cov_2.022099.0	2.357
NODE_35417_length_417_cov_2.011050.0	2.398
NODE_35418_length_417_cov_2.000000.0	2.355
NODE_35419_length_417_cov_1.997238.0	2.393
NODE_35420_length_417_cov_1.947514.0	2.393
NODE_35421_length_417_cov_1.944751.0	2.995
NODE_35422_length_417_cov_1.930939.0	2.388
NODE_35423_length_417_cov_1.883978.0	2.396
NODE_35424_length_417_cov_1.878453.0	2.388
NODE_35425_length_417_cov_1.867403.0	2.391
NODE_35426_length_417_cov_1.848066.0	2.398
NODE_35427_length_417_cov_1.779006.0	2.348
NODE_35428_length_417_cov_1.698895.0	1.791
NODE_35429_length_417_cov_1.685083.0	1.796
NODE_35430_length_417_cov_1.682320.0	2.393
NODE_35431_length_417_cov_1.660221.0	2.379
NODE_35432_length_417_cov_1.616022.0	2.398
NODE_35433_length_417_cov_1.613260.0	2.393
NODE_35434_length_417_cov_1.541436.0	1.799
NODE_35435_length_417_cov_1.527624.0	1.796
NODE_35436_length_417_cov_1.524862.0	1.796
NODE_35437_length_417_cov_1.524862.0	1.791
NODE_35438_length_417_cov_1.466851.0	1.799
NODE_35439_length_417_cov_1.453039.0	1.796
NODE_35440_length_417_cov_1.441989.0	1.782
NODE_35441_length_417_cov_1.417127.0	1.794
NODE_35442_length_417_cov_1.389503.0	1.794
NODE_35443_length_417_cov_1.383978.0	1.767
NODE_35444_length_417_cov_1.370166.0	1.799
NODE_35445_length_417_cov_1.348066.0	1.784
NODE_35446_length_417_cov_1.345304.0	1.199
NODE_35447_length_417_cov_1.309392.0	1.791
NODE_35448_length_417_cov_1.301105.0	1.787
NODE_35449_length_417_cov_1.237569.0	1.799
NODE_35450_length_417_cov_1.234807.0	1.799
NODE_35451_length_417_cov_1.232044.0	1.782
NODE_35452_length_417_cov_1.229282.0	1.789
NODE_35453_length_417_cov_1.229282.0	1.787
NODE_35454_length_417_cov_1.187845.0	1.199
NODE_35455_length_417_cov_1.182320.0	0.600
NODE_35456_length_417_cov_1.171271.0	1.787
NODE_35457_length_417_cov_1.124309.0	1.796
NODE_35458_length_417_cov_1.110497.0	1.796
NODE_35459_length_417_cov_1.082873.0	1.777
NODE_35460_length_417_cov_1.077348.0	1.199
NODE_35461_length_417_cov_1.077348.0	1.199
NODE_35462_length_417_cov_1.069061.0	1.192
NODE_35463_length_417_cov_1.060773.0	1.197
NODE_35464_length_417_cov_1.008287.0	1.197
NODE_35465_length_417_cov_1.005525.0	1.199
NODE_35466_length_417_cov_1.002762.0	1.194
NODE_35467_length_417_cov_1.002762.0	1.199
NODE_35468_length_417_cov_0.997238.0	1.197
NODE_35469_length_417_cov_0.997238.0	1.199
NODE_35470_length_417_cov_0.991713.0	1.199
NODE_35471_length_417_cov_0.986188.0	1.199
NODE_35472_length_417_cov_0.980663.0	1.199
NODE_35473_length_417_cov_0.980663.0	1.192
NODE_35474_length_417_cov_0.980663.0	1.199
NODE_35475_length_417_cov_0.966851.0	1.194
NODE_35476_length_417_cov_0.966851.0	1.194
NODE_35477_length_417_cov_0.961326.0	1.194
NODE_35478_length_417_cov_0.958564.0	1.199
NODE_35479_length_417_cov_0.955801.0	1.199
NODE_35480_length_417_cov_0.947514.0	1.197
NODE_35481_length_417_cov_0.941989.0	1.194
NODE_35482_length_417_cov_0.925414.0	1.194
NODE_35483_length_417_cov_0.922652.0	1.158
NODE_35484_length_417_cov_0.861878.0	1.103
NODE_35485_length_416_cov_864.869806.0	643.656
NODE_35486_length_416_cov_3.385042.0	4.200
NODE_35487_length_416_cov_3.210526.0	3.579
NODE_35488_length_416_cov_3.196676.0	3.601
NODE_35489_length_416_cov_3.116343.0	3.596
NODE_35490_length_416_cov_2.930748.0	3.589
NODE_35491_length_416_cov_2.861496.0	3.594
NODE_35492_length_416_cov_2.842105.0	3.599
NODE_35493_length_416_cov_2.778393.0	3.582
NODE_35494_length_416_cov_2.686981.0	2.399
NODE_35495_length_416_cov_2.678670.0	3.002
NODE_35496_length_416_cov_2.642659.0	3.512
NODE_35497_length_416_cov_2.628809.0	3.000
NODE_35498_length_416_cov_2.576177.0	2.966
NODE_35499_length_416_cov_2.570637.0	2.981
NODE_35500_length_416_cov_2.504155.0	2.974
NODE_35501_length_416_cov_2.501385.0	2.966
NODE_35502_length_416_cov_2.484765.0	2.995
NODE_35503_length_416_cov_2.479224.0	2.404
NODE_35504_length_416_cov_2.462604.0	2.966
NODE_35505_length_416_cov_2.451524.0	2.974
NODE_35506_length_416_cov_2.387812.0	2.986
NODE_35507_length_416_cov_2.240997.0	2.964
NODE_35508_length_416_cov_2.074792.0	2.397
NODE_35509_length_416_cov_2.074792.0	2.397
NODE_35510_length_416_cov_2.072022.0	2.399
NODE_35511_length_416_cov_2.063712.0	2.401
NODE_35512_length_416_cov_2.060942.0	2.397
NODE_35513_length_416_cov_2.052632.0	2.392
NODE_35514_length_416_cov_2.047091.0	2.401
NODE_35515_length_416_cov_2.038781.0	2.382
NODE_35516_length_416_cov_2.024931.0	2.918
NODE_35517_length_416_cov_2.002770.0	2.401
NODE_35518_length_416_cov_1.939058.0	2.397
NODE_35519_length_416_cov_1.922438.0	3.002
NODE_35520_length_416_cov_1.916898.0	2.382
NODE_35521_length_416_cov_1.914127.0	2.404
NODE_35522_length_416_cov_1.905817.0	2.401
NODE_35523_length_416_cov_1.880886.0	2.401
NODE_35524_length_416_cov_1.880886.0	2.404
NODE_35525_length_416_cov_1.869806.0	2.404
NODE_35526_length_416_cov_1.844875.0	2.380
NODE_35527_length_416_cov_1.825485.0	2.392
NODE_35528_length_416_cov_1.814404.0	2.399
NODE_35529_length_416_cov_1.797784.0	2.380
NODE_35530_length_416_cov_1.797784.0	2.401
NODE_35531_length_416_cov_1.778393.0	2.351
NODE_35532_length_416_cov_1.703601.0	2.397
NODE_35533_length_416_cov_1.648199.0	2.404
NODE_35534_length_416_cov_1.595568.0	2.401
NODE_35535_length_416_cov_1.581717.0	2.394
NODE_35536_length_416_cov_1.570637.0	1.796
NODE_35537_length_416_cov_1.556787.0	1.791
NODE_35538_length_416_cov_1.554017.0	2.392
NODE_35539_length_416_cov_1.551247.0	2.401
NODE_35540_length_416_cov_1.548476.0	1.803
NODE_35541_length_416_cov_1.545706.0	1.798
NODE_35542_length_416_cov_1.542936.0	1.800
NODE_35543_length_416_cov_1.542936.0	1.786
NODE_35544_length_416_cov_1.540166.0	1.788
NODE_35545_length_416_cov_1.534626.0	1.798
NODE_35546_length_416_cov_1.523546.0	1.800
NODE_35547_length_416_cov_1.504155.0	1.800
NODE_35548_length_416_cov_1.498615.0	1.803
NODE_35549_length_416_cov_1.484765.0	1.752
NODE_35550_length_416_cov_1.484765.0	1.800
NODE_35551_length_416_cov_1.479224.0	1.800
NODE_35552_length_416_cov_1.459834.0	1.803
