contig	cov_mean_sample_metaspades_perc100_sorted
NODE_8967_length_1546_cov_1.703555.0	2.422
NODE_8968_length_1546_cov_1.421865.0	2.259
NODE_8969_length_1545_cov_7.601342.0	9.268
NODE_8970_length_1545_cov_2.192617.0	3.194
NODE_8971_length_1545_cov_1.987919.0	2.740
NODE_8972_length_1545_cov_1.467785.0	2.102
NODE_8973_length_1544_cov_4.691739.0	5.804
NODE_8974_length_1544_cov_2.749496.0	3.366
NODE_8975_length_1544_cov_2.498321.0	3.540
NODE_8976_length_1544_cov_1.756212.0	2.415
NODE_8977_length_1543_cov_2.965054.0	3.868
NODE_8978_length_1543_cov_2.137097.0	3.075
NODE_8979_length_1543_cov_2.118952.0	2.866
NODE_8980_length_1543_cov_2.045027.0	2.746
NODE_8981_length_1543_cov_1.647177.0	2.409
NODE_8982_length_1543_cov_1.583333.0	2.410
NODE_8983_length_1542_cov_2.867518.0	3.716
NODE_8984_length_1542_cov_2.409549.0	3.564
NODE_8985_length_1542_cov_2.093477.0	2.912
NODE_8986_length_1542_cov_2.073302.0	3.064
NODE_8987_length_1542_cov_1.909213.0	2.727
NODE_8988_length_1542_cov_1.655683.0	2.427
NODE_8989_length_1542_cov_1.414257.0	2.256
NODE_8990_length_1541_cov_2.255720.0	3.069
NODE_8991_length_1541_cov_2.217362.0	3.077
NODE_8992_length_1541_cov_2.154778.0	3.071
NODE_8993_length_1541_cov_2.113055.0	2.910
NODE_8994_length_1541_cov_2.104980.0	3.073
NODE_8995_length_1541_cov_2.006729.0	2.897
NODE_8996_length_1541_cov_1.969717.0	2.749
NODE_8997_length_1541_cov_1.915209.0	2.907
NODE_8998_length_1541_cov_1.908479.0	2.744
NODE_8999_length_1541_cov_1.855316.0	2.589
NODE_9000_length_1541_cov_1.303499.0	2.103
NODE_9001_length_1540_cov_2.300337.0	3.405
NODE_9002_length_1540_cov_2.204714.0	2.911
NODE_9003_length_1540_cov_1.680135.0	2.264
NODE_9004_length_1540_cov_1.596633.0	2.269
NODE_9005_length_1539_cov_2.318733.0	3.245
NODE_9006_length_1539_cov_1.792453.0	2.746
NODE_9007_length_1539_cov_1.605795.0	2.431
NODE_9008_length_1539_cov_1.592992.0	2.268
NODE_9009_length_1539_cov_1.577493.0	2.424
NODE_9010_length_1538_cov_3.159137.0	4.375
NODE_9011_length_1538_cov_2.433581.0	3.395
NODE_9012_length_1538_cov_2.307485.0	3.077
NODE_9013_length_1538_cov_2.012812.0	2.917
NODE_9014_length_1538_cov_1.985840.0	2.908
NODE_9015_length_1538_cov_1.620364.0	2.596
NODE_9016_length_1538_cov_1.578557.0	2.107
NODE_9017_length_1537_cov_2.422402.0	3.237
NODE_9018_length_1537_cov_2.203779.0	3.080
NODE_9019_length_1537_cov_2.189609.0	3.405
NODE_9020_length_1537_cov_1.734818.0	2.436
NODE_9021_length_1537_cov_1.554656.0	2.103
NODE_9022_length_1537_cov_1.529015.0	2.275
NODE_9023_length_1537_cov_1.257760.0	1.942
NODE_9024_length_1536_cov_2.589467.0	3.404
NODE_9025_length_1536_cov_2.255233.0	3.241
NODE_9026_length_1536_cov_2.191762.0	3.232
NODE_9027_length_1536_cov_2.047941.0	2.739
NODE_9028_length_1536_cov_1.648886.0	2.275
NODE_9029_length_1536_cov_1.573937.0	2.266
NODE_9030_length_1536_cov_1.528022.0	2.107
NODE_9031_length_1536_cov_1.502363.0	2.258
NODE_9032_length_1536_cov_1.472654.0	2.277
NODE_9033_length_1536_cov_1.459824.0	1.920
NODE_9034_length_1536_cov_1.308575.0	1.788
NODE_9035_length_1535_cov_3.052027.0	4.225
NODE_9036_length_1535_cov_2.921622.0	3.898
NODE_9037_length_1535_cov_2.066216.0	3.086
NODE_9038_length_1535_cov_2.002703.0	2.760
NODE_9039_length_1535_cov_1.851351.0	2.588
NODE_9040_length_1535_cov_1.803378.0	2.762
NODE_9041_length_1535_cov_1.647297.0	2.584
NODE_9042_length_1534_cov_2.317106.0	3.251
NODE_9043_length_1534_cov_2.183232.0	2.568
NODE_9044_length_1534_cov_2.088573.0	2.914
NODE_9045_length_1534_cov_1.996619.0	2.767
NODE_9046_length_1534_cov_1.979716.0	2.767
NODE_9047_length_1534_cov_1.967546.0	2.927
NODE_9048_length_1534_cov_1.819473.0	2.603
NODE_9049_length_1534_cov_1.804598.0	2.273
NODE_9050_length_1534_cov_1.729547.0	2.423
NODE_9051_length_1534_cov_1.643678.0	2.276
NODE_9052_length_1534_cov_1.616633.0	2.430
NODE_9053_length_1533_cov_2.486468.0	3.242
NODE_9054_length_1533_cov_2.397158.0	3.258
NODE_9055_length_1533_cov_2.165088.0	2.932
NODE_9056_length_1533_cov_2.112314.0	2.924
NODE_9057_length_1533_cov_1.873478.0	2.771
NODE_9058_length_1533_cov_1.862652.0	2.435
NODE_9059_length_1533_cov_1.756428.0	2.758
NODE_9060_length_1533_cov_1.592016.0	2.427
NODE_9061_length_1533_cov_1.583897.0	2.438
NODE_9062_length_1533_cov_1.569012.0	2.765
NODE_9063_length_1533_cov_1.468200.0	1.953
NODE_9064_length_1533_cov_1.442490.0	2.424
NODE_9065_length_1532_cov_17.600542.0	22.304
NODE_9066_length_1532_cov_3.655383.0	5.019
NODE_9067_length_1532_cov_1.463778.0	2.277
NODE_9068_length_1531_cov_2.665312.0	3.903
NODE_9069_length_1531_cov_2.023035.0	2.767
NODE_9070_length_1531_cov_1.925474.0	2.602
NODE_9071_length_1531_cov_1.924119.0	2.607
NODE_9072_length_1531_cov_1.903117.0	2.752
NODE_9073_length_1531_cov_1.513550.0	2.264
NODE_9074_length_1530_cov_2.595932.0	3.571
NODE_9075_length_1530_cov_2.592542.0	3.408
NODE_9076_length_1530_cov_2.353220.0	3.226
NODE_9077_length_1530_cov_2.323390.0	3.253
NODE_9078_length_1530_cov_2.277966.0	3.082
NODE_9079_length_1530_cov_1.738983.0	2.274
NODE_9080_length_1529_cov_5.927408.0	5.037
NODE_9081_length_1529_cov_2.446404.0	3.904
NODE_9082_length_1529_cov_2.253731.0	3.089
NODE_9083_length_1529_cov_2.050204.0	2.762
NODE_9084_length_1529_cov_1.615332.0	2.443
NODE_9085_length_1529_cov_1.345997.0	1.958
NODE_9086_length_1528_cov_2.847929.0	3.901
NODE_9087_length_1528_cov_2.828921.0	3.583
NODE_9088_length_1528_cov_2.583842.0	3.246
NODE_9089_length_1528_cov_2.230821.0	2.779
NODE_9090_length_1528_cov_1.943652.0	2.748
NODE_9091_length_1528_cov_1.745418.0	2.445
NODE_9092_length_1528_cov_1.733198.0	2.613
NODE_9093_length_1528_cov_1.691785.0	2.438
NODE_9094_length_1528_cov_1.614392.0	2.287
NODE_9095_length_1528_cov_1.529532.0	2.287
NODE_9096_length_1528_cov_1.399864.0	2.122
NODE_9097_length_1527_cov_3.540082.0	5.225
NODE_9098_length_1527_cov_2.764946.0	3.925
NODE_9099_length_1527_cov_2.552989.0	3.730
NODE_9100_length_1527_cov_2.238451.0	2.451
NODE_9101_length_1527_cov_2.213995.0	2.768
NODE_9102_length_1527_cov_2.122962.0	2.780
NODE_9103_length_1527_cov_1.978940.0	3.097
NODE_9104_length_1527_cov_1.828804.0	2.608
NODE_9105_length_1527_cov_1.294837.0	2.126
NODE_9106_length_1526_cov_2.386132.0	3.096
NODE_9107_length_1526_cov_2.097213.0	2.775
NODE_9108_length_1526_cov_1.581917.0	2.288
NODE_9109_length_1526_cov_1.491502.0	2.285
NODE_9110_length_1525_cov_2.217007.0	3.110
NODE_9111_length_1525_cov_2.187075.0	2.921
NODE_9112_length_1525_cov_2.036735.0	2.453
NODE_9113_length_1525_cov_1.543537.0	2.288
NODE_9114_length_1525_cov_1.401361.0	2.292
NODE_9115_length_1524_cov_2.750851.0	3.760
NODE_9116_length_1524_cov_2.356705.0	3.265
NODE_9117_length_1524_cov_2.091219.0	2.940
NODE_9118_length_1524_cov_2.085092.0	3.079
NODE_9119_length_1524_cov_1.906059.0	2.623
NODE_9120_length_1524_cov_1.798502.0	2.599
NODE_9121_length_1524_cov_1.643295.0	2.283
NODE_9122_length_1524_cov_1.599728.0	2.293
NODE_9123_length_1524_cov_1.535739.0	2.289
NODE_9124_length_1524_cov_1.501021.0	2.289
NODE_9125_length_1524_cov_1.462900.0	1.956
NODE_9126_length_1524_cov_1.381212.0	2.287
NODE_9127_length_1523_cov_2.726839.0	3.599
NODE_9128_length_1523_cov_2.312670.0	3.433
NODE_9129_length_1523_cov_2.263624.0	3.100
NODE_9130_length_1523_cov_2.244550.0	3.110
NODE_9131_length_1523_cov_1.717984.0	2.280
NODE_9132_length_1523_cov_1.628065.0	2.132
NODE_9133_length_1523_cov_1.433924.0	2.289
NODE_9134_length_1522_cov_402.377641.0	461.644
NODE_9135_length_1522_cov_12.784594.0	14.809
NODE_9136_length_1522_cov_2.278119.0	3.281
NODE_9137_length_1522_cov_1.931834.0	2.948
NODE_9138_length_1522_cov_1.489434.0	2.286
NODE_9139_length_1522_cov_1.475801.0	2.129
NODE_9140_length_1522_cov_1.447853.0	2.127
NODE_9141_length_1522_cov_1.297205.0	1.966
NODE_9142_length_1521_cov_2.334243.0	3.279
NODE_9143_length_1521_cov_2.272169.0	3.114
NODE_9144_length_1521_cov_1.883356.0	2.460
NODE_9145_length_1521_cov_1.706003.0	2.284
NODE_9146_length_1521_cov_1.555252.0	2.291
NODE_9147_length_1520_cov_5.052560.0	5.696
NODE_9148_length_1520_cov_3.515358.0	4.101
NODE_9149_length_1520_cov_2.430717.0	3.443
NODE_9150_length_1520_cov_2.227304.0	3.274
NODE_9151_length_1520_cov_2.102389.0	2.779
NODE_9152_length_1520_cov_2.071672.0	2.943
NODE_9153_length_1520_cov_2.060751.0	2.791
NODE_9154_length_1520_cov_1.562457.0	2.462
NODE_9155_length_1520_cov_1.552218.0	2.297
NODE_9156_length_1520_cov_1.455973.0	2.134
NODE_9157_length_1520_cov_1.439590.0	1.808
NODE_9158_length_1519_cov_2.670765.0	3.749
NODE_9159_length_1519_cov_2.185109.0	2.951
NODE_9160_length_1519_cov_1.950137.0	2.616
NODE_9161_length_1519_cov_1.926230.0	2.777
NODE_9162_length_1519_cov_1.629781.0	2.461
NODE_9163_length_1519_cov_1.487705.0	2.463
NODE_9164_length_1518_cov_2.924129.0	3.610
NODE_9165_length_1518_cov_2.498975.0	3.446
NODE_9166_length_1518_cov_2.405332.0	3.270
NODE_9167_length_1518_cov_2.310321.0	3.265
NODE_9168_length_1518_cov_2.251538.0	3.273
NODE_9169_length_1518_cov_2.225564.0	3.261
NODE_9170_length_1518_cov_1.672591.0	2.296
NODE_9171_length_1517_cov_3.728454.0	4.902
NODE_9172_length_1517_cov_2.497948.0	3.446
NODE_9173_length_1517_cov_2.447332.0	3.125
NODE_9174_length_1517_cov_2.437756.0	3.280
NODE_9175_length_1517_cov_2.064295.0	2.630
NODE_9176_length_1517_cov_1.909713.0	2.794
NODE_9177_length_1517_cov_1.690834.0	2.299
NODE_9178_length_1517_cov_1.454172.0	2.131
NODE_9179_length_1517_cov_1.233926.0	1.809
NODE_9180_length_1516_cov_2.866530.0	3.943
NODE_9181_length_1516_cov_2.481862.0	3.273
NODE_9182_length_1516_cov_2.027379.0	2.954
NODE_9183_length_1516_cov_1.879535.0	2.800
NODE_9184_length_1516_cov_1.743326.0	2.307
NODE_9185_length_1516_cov_1.720055.0	2.473
NODE_9186_length_1516_cov_1.652293.0	2.295
NODE_9187_length_1516_cov_1.646817.0	2.125
NODE_9188_length_1516_cov_1.441478.0	1.806
NODE_9189_length_1515_cov_2.613014.0	3.612
NODE_9190_length_1515_cov_2.343151.0	3.125
NODE_9191_length_1515_cov_2.185616.0	3.133
NODE_9192_length_1515_cov_2.076712.0	2.964
NODE_9193_length_1515_cov_1.971918.0	2.965
NODE_9194_length_1515_cov_1.822603.0	2.801
NODE_9195_length_1515_cov_1.397945.0	2.283
NODE_9196_length_1515_cov_1.356849.0	1.974
NODE_9197_length_1514_cov_5.882111.0	8.490
NODE_9198_length_1514_cov_2.604524.0	3.598
NODE_9199_length_1514_cov_2.505826.0	3.613
NODE_9200_length_1514_cov_2.297464.0	3.131
NODE_9201_length_1514_cov_2.241947.0	3.122
NODE_9202_length_1514_cov_2.167923.0	3.122
NODE_9203_length_1514_cov_2.156271.0	2.962
NODE_9204_length_1514_cov_1.823852.0	2.624
NODE_9205_length_1514_cov_1.776559.0	2.452
NODE_9206_length_1514_cov_1.721042.0	2.297
NODE_9207_length_1514_cov_1.505141.0	2.141
NODE_9208_length_1514_cov_1.275531.0	1.810
NODE_9209_length_1513_cov_2.606996.0	3.457
NODE_9210_length_1513_cov_2.405350.0	3.293
NODE_9211_length_1513_cov_2.186557.0	3.132
NODE_9212_length_1513_cov_2.013717.0	2.637
NODE_9213_length_1513_cov_1.989026.0	2.802
NODE_9214_length_1513_cov_1.844307.0	2.473
NODE_9215_length_1513_cov_1.735940.0	2.470
NODE_9216_length_1513_cov_1.376543.0	1.962
NODE_9217_length_1513_cov_1.376543.0	2.143
NODE_9218_length_1512_cov_2.131778.0	2.959
NODE_9219_length_1512_cov_1.889499.0	2.790
NODE_9220_length_1512_cov_1.738504.0	2.470
NODE_9221_length_1512_cov_1.358957.0	1.981
NODE_9222_length_1511_cov_2.328984.0	3.131
NODE_9223_length_1511_cov_1.982143.0	2.798
NODE_9224_length_1511_cov_1.807692.0	2.797
NODE_9225_length_1511_cov_1.675137.0	2.306
NODE_9226_length_1510_cov_2.406186.0	3.302
NODE_9227_length_1510_cov_2.023368.0	2.811
NODE_9228_length_1510_cov_1.953952.0	2.977
NODE_9229_length_1510_cov_1.734708.0	2.310
NODE_9230_length_1510_cov_1.734708.0	2.474
NODE_9231_length_1510_cov_1.592440.0	2.144
NODE_9232_length_1510_cov_1.289347.0	1.972
NODE_9233_length_1509_cov_2.816369.0	3.797
NODE_9234_length_1509_cov_2.321183.0	3.309
NODE_9235_length_1509_cov_2.079092.0	2.805
NODE_9236_length_1509_cov_1.636864.0	2.478
NODE_9237_length_1509_cov_1.213205.0	1.978
NODE_9238_length_1508_cov_3.068823.0	4.267
NODE_9239_length_1508_cov_2.922230.0	3.968
NODE_9240_length_1508_cov_2.095664.0	2.789
NODE_9241_length_1508_cov_1.969030.0	2.960
NODE_9242_length_1508_cov_1.921542.0	2.642
NODE_9243_length_1508_cov_1.601514.0	2.481
NODE_9244_length_1508_cov_1.564350.0	2.303
NODE_9245_length_1508_cov_1.528562.0	1.977
NODE_9246_length_1507_cov_1.978650.0	2.979
NODE_9247_length_1507_cov_1.938017.0	2.641
NODE_9248_length_1507_cov_1.878788.0	2.643
NODE_9249_length_1507_cov_1.832645.0	2.762
NODE_9250_length_1507_cov_1.818871.0	2.812
NODE_9251_length_1507_cov_1.732094.0	2.640
NODE_9252_length_1507_cov_1.619835.0	2.314
NODE_9253_length_1507_cov_1.579201.0	2.482
NODE_9254_length_1507_cov_1.557851.0	2.300
NODE_9255_length_1506_cov_2.834597.0	3.811
NODE_9256_length_1506_cov_2.085458.0	2.627
NODE_9257_length_1506_cov_1.757409.0	2.647
NODE_9258_length_1506_cov_1.601654.0	2.318
NODE_9259_length_1506_cov_1.524466.0	2.484
NODE_9260_length_1506_cov_1.492764.0	1.981
NODE_9261_length_1505_cov_2.699310.0	3.815
NODE_9262_length_1505_cov_2.462069.0	3.480
NODE_9263_length_1505_cov_1.585517.0	2.484
NODE_9264_length_1505_cov_1.574483.0	2.148
NODE_9265_length_1505_cov_1.279310.0	1.989
NODE_9266_length_1505_cov_1.215862.0	1.826
NODE_9267_length_1504_cov_6.456867.0	6.237
NODE_9268_length_1504_cov_2.505176.0	3.640
NODE_9269_length_1504_cov_2.285024.0	3.153
NODE_9270_length_1504_cov_2.178744.0	3.147
NODE_9271_length_1504_cov_1.987578.0	2.650
NODE_9272_length_1504_cov_1.848171.0	2.818
NODE_9273_length_1504_cov_1.750863.0	2.501
NODE_9274_length_1504_cov_1.454106.0	2.149
NODE_9275_length_1504_cov_1.404417.0	1.991
NODE_9276_length_1503_cov_2.646409.0	3.641
NODE_9277_length_1503_cov_2.029006.0	2.812
NODE_9278_length_1503_cov_1.981354.0	2.659
NODE_9279_length_1503_cov_1.849448.0	2.816
NODE_9280_length_1503_cov_1.711326.0	2.325
NODE_9281_length_1503_cov_1.633287.0	2.489
NODE_9282_length_1502_cov_2.460263.0	3.154
NODE_9283_length_1502_cov_2.228749.0	3.155
NODE_9284_length_1502_cov_2.186593.0	2.820
NODE_9285_length_1502_cov_2.130615.0	2.809
NODE_9286_length_1502_cov_1.977194.0	2.652
NODE_9287_length_1502_cov_1.918452.0	2.482
NODE_9288_length_1502_cov_1.772633.0	2.489
NODE_9289_length_1502_cov_1.769869.0	2.481
NODE_9290_length_1502_cov_1.591569.0	2.337
NODE_9291_length_1502_cov_1.536282.0	2.489
NODE_9292_length_1502_cov_1.362129.0	1.987
NODE_9293_length_1501_cov_2.254495.0	3.312
NODE_9294_length_1501_cov_1.973721.0	2.640
NODE_9295_length_1501_cov_1.810512.0	2.649
NODE_9296_length_1501_cov_1.206086.0	1.818
NODE_9297_length_1500_cov_21.448443.0	24.163
NODE_9298_length_1500_cov_3.088581.0	4.131
NODE_9299_length_1500_cov_2.786851.0	3.635
NODE_9300_length_1500_cov_2.777855.0	3.816
NODE_9301_length_1500_cov_2.406228.0	3.329
NODE_9302_length_1500_cov_1.843599.0	2.326
NODE_9303_length_1500_cov_1.797924.0	2.653
NODE_9304_length_1500_cov_1.578547.0	2.317
NODE_9305_length_1499_cov_2.014543.0	2.664
NODE_9306_length_1499_cov_1.801247.0	2.331
NODE_9307_length_1499_cov_1.799169.0	2.486
NODE_9308_length_1499_cov_1.605956.0	2.490
NODE_9309_length_1499_cov_1.538089.0	2.160
NODE_9310_length_1499_cov_1.464681.0	2.313
NODE_9311_length_1499_cov_1.332410.0	1.979
NODE_9312_length_1499_cov_1.282548.0	2.003
NODE_9313_length_1498_cov_256.285516.0	292.848
NODE_9314_length_1498_cov_3.592516.0	4.827
NODE_9315_length_1498_cov_2.652114.0	3.495
NODE_9316_length_1498_cov_2.157311.0	3.001
NODE_9317_length_1498_cov_2.133056.0	3.152
NODE_9318_length_1498_cov_1.979210.0	2.815
NODE_9319_length_1498_cov_1.972280.0	2.981
NODE_9320_length_1498_cov_1.952183.0	2.826
NODE_9321_length_1498_cov_1.903673.0	2.829
NODE_9322_length_1498_cov_1.650035.0	2.333
NODE_9323_length_1497_cov_3.584605.0	4.995
NODE_9324_length_1497_cov_3.501387.0	4.319
NODE_9325_length_1497_cov_3.126214.0	3.997
NODE_9326_length_1497_cov_2.241331.0	2.989
NODE_9327_length_1497_cov_2.208738.0	3.166
NODE_9328_length_1497_cov_1.863384.0	2.831
NODE_9329_length_1497_cov_1.725381.0	2.662
NODE_9330_length_1497_cov_1.656033.0	2.325
NODE_9331_length_1497_cov_1.527739.0	2.326
NODE_9332_length_1497_cov_1.516644.0	2.331
NODE_9333_length_1497_cov_1.463939.0	2.168
NODE_9334_length_1496_cov_2.558640.0	3.477
NODE_9335_length_1496_cov_2.403192.0	3.168
NODE_9336_length_1496_cov_2.204025.0	2.821
NODE_9337_length_1496_cov_2.187370.0	3.001
NODE_9338_length_1496_cov_2.167939.0	3.166
NODE_9339_length_1496_cov_2.008328.0	2.653
NODE_9340_length_1496_cov_1.405968.0	1.992
NODE_9341_length_1495_cov_4.874306.0	6.482
NODE_9342_length_1495_cov_3.827083.0	4.830
NODE_9343_length_1495_cov_3.243750.0	4.159
NODE_9344_length_1495_cov_2.607639.0	3.500
NODE_9345_length_1495_cov_2.530556.0	3.303
NODE_9346_length_1495_cov_2.337500.0	3.170
NODE_9347_length_1494_cov_2.712995.0	3.660
NODE_9348_length_1494_cov_2.466991.0	3.339
NODE_9349_length_1494_cov_2.366227.0	3.161
NODE_9350_length_1494_cov_2.088951.0	2.839
NODE_9351_length_1494_cov_2.011119.0	2.839
NODE_9352_length_1494_cov_1.970813.0	2.830
NODE_9353_length_1494_cov_1.833912.0	2.505
NODE_9354_length_1494_cov_1.765115.0	2.485
NODE_9355_length_1494_cov_1.752606.0	2.659
NODE_9356_length_1493_cov_2.353268.0	3.337
NODE_9357_length_1493_cov_1.853964.0	2.828
NODE_9358_length_1493_cov_1.746871.0	2.496
NODE_9359_length_1492_cov_2.012526.0	2.836
NODE_9360_length_1492_cov_1.860821.0	2.340
NODE_9361_length_1492_cov_1.737648.0	2.509
NODE_9362_length_1492_cov_1.655532.0	2.338
NODE_9363_length_1492_cov_1.363257.0	2.176
NODE_9364_length_1491_cov_155.969359.0	172.573
NODE_9365_length_1491_cov_128.732591.0	91.912
NODE_9366_length_1491_cov_2.315460.0	3.349
NODE_9367_length_1491_cov_1.632312.0	2.338
NODE_9368_length_1491_cov_1.294568.0	1.840
NODE_9369_length_1490_cov_3.625087.0	5.334
NODE_9370_length_1490_cov_2.433449.0	3.511
NODE_9371_length_1490_cov_2.290592.0	3.346
NODE_9372_length_1490_cov_1.881533.0	2.329
NODE_9373_length_1490_cov_1.729617.0	2.679
NODE_9374_length_1490_cov_1.705226.0	2.510
NODE_9375_length_1490_cov_1.435540.0	2.174
NODE_9376_length_1489_cov_2.880056.0	3.688
NODE_9377_length_1489_cov_1.995816.0	2.504
NODE_9378_length_1489_cov_1.737796.0	2.511
NODE_9379_length_1489_cov_1.538354.0	2.180
NODE_9380_length_1488_cov_13.474529.0	15.670
NODE_9381_length_1488_cov_2.668528.0	3.840
NODE_9382_length_1488_cov_2.532449.0	3.509
NODE_9383_length_1488_cov_2.471738.0	3.343
NODE_9384_length_1488_cov_2.258200.0	3.019
NODE_9385_length_1488_cov_2.210049.0	3.173
NODE_9386_length_1488_cov_1.588276.0	2.175
NODE_9387_length_1488_cov_1.294487.0	1.842
NODE_9388_length_1487_cov_4.998603.0	5.346
NODE_9389_length_1487_cov_2.416899.0	3.353
NODE_9390_length_1487_cov_2.273045.0	2.988
NODE_9391_length_1487_cov_2.205307.0	2.851
NODE_9392_length_1487_cov_2.050279.0	3.008
NODE_9393_length_1487_cov_1.725559.0	2.169
NODE_9394_length_1487_cov_1.639665.0	2.342
NODE_9395_length_1487_cov_1.196229.0	2.014
NODE_9396_length_1486_cov_2.336827.0	3.161
NODE_9397_length_1486_cov_2.306778.0	3.182
NODE_9398_length_1486_cov_2.257862.0	3.024
NODE_9399_length_1486_cov_2.148148.0	3.025
NODE_9400_length_1486_cov_2.023061.0	2.847
NODE_9401_length_1486_cov_1.809224.0	2.316
NODE_9402_length_1486_cov_1.769392.0	2.854
NODE_9403_length_1486_cov_1.373864.0	2.349
NODE_9404_length_1485_cov_3.285315.0	4.186
NODE_9405_length_1485_cov_2.392308.0	3.168
NODE_9406_length_1485_cov_2.245455.0	2.836
NODE_9407_length_1485_cov_2.044755.0	2.670
NODE_9408_length_1485_cov_1.488811.0	2.185
NODE_9409_length_1485_cov_1.350350.0	2.338
NODE_9410_length_1484_cov_2.120364.0	2.850
NODE_9411_length_1484_cov_1.969909.0	2.692
NODE_9412_length_1484_cov_1.925122.0	2.850
NODE_9413_length_1484_cov_1.754374.0	2.503
NODE_9414_length_1484_cov_1.656403.0	2.682
NODE_9415_length_1484_cov_1.638908.0	2.521
NODE_9416_length_1483_cov_9.301821.0	10.359
NODE_9417_length_1483_cov_2.780112.0	3.670
NODE_9418_length_1483_cov_2.390756.0	3.501
NODE_9419_length_1483_cov_2.283613.0	3.362
NODE_9420_length_1483_cov_1.902661.0	2.856
NODE_9421_length_1483_cov_1.769608.0	2.515
NODE_9422_length_1483_cov_1.711485.0	2.514
NODE_9423_length_1483_cov_1.689076.0	2.523
NODE_9424_length_1483_cov_1.609244.0	2.189
NODE_9425_length_1483_cov_1.542017.0	2.347
NODE_9426_length_1483_cov_1.468487.0	2.022
NODE_9427_length_1483_cov_1.285714.0	2.013
NODE_9428_length_1482_cov_8.494744.0	10.310
NODE_9429_length_1482_cov_1.612474.0	2.356
NODE_9430_length_1482_cov_1.578136.0	2.178
NODE_9431_length_1481_cov_2.359046.0	3.031
NODE_9432_length_1481_cov_1.906732.0	2.691
NODE_9433_length_1481_cov_1.870266.0	2.698
NODE_9434_length_1480_cov_2.359298.0	3.536
NODE_9435_length_1480_cov_2.228772.0	3.203
NODE_9436_length_1480_cov_2.225263.0	3.199
NODE_9437_length_1480_cov_2.127018.0	2.834
NODE_9438_length_1480_cov_2.080000.0	3.021
NODE_9439_length_1480_cov_1.778246.0	2.361
NODE_9440_length_1480_cov_1.655439.0	2.353
NODE_9441_length_1480_cov_1.569123.0	2.182
NODE_9442_length_1479_cov_2.339888.0	3.208
NODE_9443_length_1479_cov_2.132725.0	2.866
NODE_9444_length_1479_cov_1.955056.0	2.703
NODE_9445_length_1479_cov_1.566011.0	2.189
NODE_9446_length_1479_cov_1.398876.0	2.354
NODE_9447_length_1479_cov_1.203652.0	1.995
NODE_9448_length_1478_cov_2.588194.0	3.379
NODE_9449_length_1478_cov_2.380183.0	3.198
NODE_9450_length_1478_cov_2.066760.0	2.868
NODE_9451_length_1478_cov_1.588194.0	2.355
NODE_9452_length_1478_cov_1.290232.0	1.845
NODE_9453_length_1477_cov_2.786920.0	3.546
NODE_9454_length_1477_cov_2.514768.0	3.204
NODE_9455_length_1477_cov_2.452180.0	3.207
NODE_9456_length_1477_cov_2.007736.0	2.865
NODE_9457_length_1477_cov_1.945851.0	2.680
NODE_9458_length_1477_cov_1.675809.0	2.362
NODE_9459_length_1477_cov_1.511252.0	2.363
NODE_9460_length_1476_cov_56.098522.0	66.284
NODE_9461_length_1476_cov_4.292048.0	5.329
NODE_9462_length_1476_cov_2.441942.0	3.195
NODE_9463_length_1476_cov_1.952146.0	2.847
NODE_9464_length_1476_cov_1.889514.0	2.705
NODE_9465_length_1476_cov_1.591133.0	2.023
NODE_9466_length_1476_cov_1.251935.0	1.859
NODE_9467_length_1475_cov_498.847183.0	575.704
NODE_9468_length_1475_cov_35.328169.0	38.669
NODE_9469_length_1475_cov_1.700000.0	2.360
NODE_9470_length_1475_cov_1.614085.0	2.699
NODE_9471_length_1475_cov_1.367606.0	2.186
NODE_9472_length_1474_cov_2.930937.0	3.879
NODE_9473_length_1474_cov_2.457364.0	3.212
NODE_9474_length_1474_cov_1.890063.0	2.698
NODE_9475_length_1474_cov_1.683580.0	2.195
NODE_9476_length_1474_cov_1.592671.0	2.197
NODE_9477_length_1473_cov_20.193230.0	21.860
NODE_9478_length_1473_cov_2.338505.0	3.213
NODE_9479_length_1473_cov_2.239774.0	3.045
NODE_9480_length_1473_cov_2.031735.0	2.878
NODE_9481_length_1473_cov_1.898449.0	2.710
NODE_9482_length_1473_cov_1.831453.0	2.726
NODE_9483_length_1473_cov_1.454161.0	2.205
NODE_9484_length_1472_cov_20.160198.0	22.949
NODE_9485_length_1472_cov_1.705011.0	2.541
NODE_9486_length_1472_cov_1.549753.0	2.188
NODE_9487_length_1472_cov_1.546930.0	2.203
NODE_9488_length_1472_cov_1.342272.0	2.033
NODE_9489_length_1471_cov_2.384887.0	3.392
NODE_9490_length_1471_cov_2.201977.0	3.055
NODE_9491_length_1471_cov_2.187147.0	2.712
NODE_9492_length_1471_cov_2.160311.0	3.211
NODE_9493_length_1471_cov_2.105932.0	2.869
NODE_9494_length_1471_cov_1.980932.0	2.708
NODE_9495_length_1471_cov_1.792373.0	2.540
NODE_9496_length_1471_cov_1.737994.0	2.368
NODE_9497_length_1470_cov_318.384452.0	277.154
NODE_9498_length_1470_cov_4.609894.0	5.732
NODE_9499_length_1470_cov_3.781625.0	3.531
NODE_9500_length_1470_cov_2.636749.0	3.563
NODE_9501_length_1470_cov_2.490459.0	3.555
NODE_9502_length_1470_cov_2.436749.0	3.219
NODE_9503_length_1470_cov_2.366784.0	2.874
